,BURGLARY,COMMON ASSAULT,LARCENY,ROBBERY - STREET,AUTO THEFT,AGG. ASSAULT,LARCENY FROM AUTO,SHOOTING,ROBBERY - RESIDENCE,ROBBERY - COMMERCIAL,ARSON,HOMICIDE,ROBBERY - CARJACKING,RAPE
2018-05-20,16,28,30,5,11,17,15,0,1,3,0.0,1.0,3.0,2.0
2018-05-21,17,27,28,10,11,15,24,1,1,2,0.0,0.0,0.0,0.0
2018-05-22,12,29,29,9,10,11,26,1,1,2,0.0,2.0,0.0,1.0
2018-05-23,21,29,44,7,7,27,27,3,2,0,0.0,1.0,3.0,0.0
2018-05-24,25,21,45,12,9,19,21,1,4,0,0.0,1.0,1.0,0.0
2018-05-25,20,26,43,6,9,10,18,2,0,3,0.0,0.0,0.0,4.0
2018-05-26,10,28,22,9,10,14,14,3,1,1,0.0,0.0,0.0,1.0
2018-05-27,11,17,22,7,12,14,15,3,0,3,2.0,0.0,0.0,1.0
2018-05-28,14,30,31,7,4,17,14,5,2,7,0.0,0.0,0.0,1.0
2018-05-29,22,29,38,17,11,23,19,2,3,2,1.0,1.0,2.0,1.0
2018-05-30,17,26,36,10,12,21,17,1,1,5,0.0,0.0,0.0,2.0
2018-05-31,17,20,40,7,5,14,13,0,0,5,0.0,0.0,0.0,1.0
2018-06-01,16,17,38,8,14,18,22,0,4,0,0.0,2.0,1.0,6.0
2018-06-02,21,34,23,12,8,11,22,0,1,0,0.0,1.0,1.0,1.0
2018-06-03,11,19,25,17,8,13,20,1,1,4,0.0,1.0,0.0,0.0
2018-06-04,15,27,37,7,8,15,10,3,1,4,1.0,0.0,1.0,0.0
2018-06-05,26,27,39,12,9,14,14,1,3,5,1.0,0.0,2.0,0.0
2018-06-06,20,34,25,8,9,25,18,3,2,2,1.0,0.0,0.0,1.0
2018-06-07,19,28,34,8,9,18,13,1,0,4,1.0,0.0,0.0,2.0
2018-06-08,23,29,42,4,10,16,21,3,1,3,0.0,0.0,1.0,0.0
2018-06-09,15,34,38,8,8,18,10,3,1,3,0.0,1.0,1.0,2.0
2018-06-10,14,24,21,7,13,21,19,5,0,5,0.0,1.0,0.0,1.0
2018-06-11,12,16,29,9,12,15,29,2,0,1,0.0,2.0,1.0,2.0
2018-06-12,8,25,46,5,13,21,12,1,2,5,2.0,2.0,1.0,2.0
2018-06-13,20,24,38,8,3,20,23,1,1,4,0.0,1.0,0.0,2.0
2018-06-14,17,24,25,0,17,18,13,0,1,7,1.0,1.0,1.0,1.0
2018-06-15,20,30,40,16,5,14,18,0,0,2,0.0,0.0,0.0,2.0
2018-06-16,10,25,35,8,16,18,13,5,1,3,0.0,4.0,1.0,2.0
2018-06-17,10,21,22,10,13,12,17,2,3,2,2.0,1.0,4.0,2.0
2018-06-18,11,26,34,3,8,13,24,0,0,3,0.0,1.0,2.0,0.0
2018-06-19,20,22,37,5,11,10,18,1,1,4,0.0,1.0,0.0,1.0
2018-06-20,18,25,39,7,8,16,16,2,0,3,0.0,4.0,3.0,1.0
2018-06-21,20,17,34,12,15,24,22,1,1,4,0.0,0.0,6.0,2.0
2018-06-22,14,21,33,13,12,14,15,1,2,1,0.0,0.0,1.0,1.0
2018-06-23,18,16,27,12,10,9,16,0,1,9,0.0,0.0,1.0,0.0
2018-06-24,19,23,31,12,10,17,16,2,2,2,0.0,0.0,0.0,0.0
2018-06-25,27,20,26,5,7,16,26,3,0,2,0.0,0.0,2.0,1.0
2018-06-26,19,19,29,5,11,14,21,2,0,1,0.0,0.0,2.0,0.0
2018-06-27,13,16,34,7,10,14,15,1,3,5,0.0,0.0,0.0,3.0
2018-06-28,18,22,29,3,7,17,22,1,0,1,0.0,0.0,1.0,3.0
2018-06-29,19,22,42,2,10,15,23,0,0,1,0.0,0.0,0.0,0.0
2018-06-30,9,31,22,6,11,26,12,11,2,1,0.0,0.0,2.0,2.0
2018-07-01,15,30,30,6,9,16,14,1,1,2,0.0,1.0,3.0,3.0
2018-07-02,18,17,33,8,12,14,9,0,2,8,0.0,0.0,0.0,2.0
2018-07-03,13,18,35,8,5,14,17,1,2,0,0.0,1.0,0.0,2.0
2018-07-04,22,23,19,10,11,21,16,1,0,2,3.0,1.0,1.0,0.0
2018-07-05,15,25,38,8,13,13,21,0,0,6,0.0,2.0,0.0,1.0
2018-07-06,16,24,32,9,14,9,12,2,0,0,0.0,1.0,1.0,2.0
2018-07-07,30,17,21,4,10,20,23,4,0,3,1.0,1.0,0.0,0.0
2018-07-08,16,25,25,12,14,14,15,1,2,0,0.0,1.0,1.0,1.0
2018-07-09,23,19,32,10,16,14,15,2,1,4,0.0,3.0,2.0,0.0
2018-07-10,19,13,33,9,9,12,16,1,2,1,0.0,3.0,2.0,1.0
2018-07-11,11,23,27,9,6,13,10,2,2,1,0.0,0.0,1.0,2.0
2018-07-12,22,21,46,8,11,18,17,0,0,6,0.0,0.0,0.0,1.0
2018-07-13,17,27,34,9,5,16,13,0,1,4,0.0,0.0,0.0,0.0
2018-07-14,17,30,34,12,15,15,11,1,1,1,0.0,0.0,0.0,2.0
2018-07-15,13,26,27,13,11,23,17,1,3,2,0.0,2.0,1.0,1.0
2018-07-16,18,18,36,9,15,19,19,2,1,1,0.0,1.0,1.0,2.0
2018-07-17,11,19,25,9,20,20,22,2,0,2,0.0,0.0,2.0,1.0
2018-07-18,23,26,36,14,11,14,26,3,3,9,1.0,1.0,0.0,1.0
2018-07-19,22,22,34,11,13,16,16,1,4,1,0.0,2.0,0.0,1.0
2018-07-20,25,26,30,6,10,18,12,3,1,3,0.0,2.0,1.0,0.0
2018-07-21,16,22,30,14,11,20,13,8,1,3,0.0,3.0,0.0,2.0
2018-07-22,21,27,25,4,12,13,18,1,2,3,0.0,1.0,1.0,1.0
2018-07-23,21,23,29,13,16,13,29,2,0,8,2.0,0.0,1.0,0.0
2018-07-24,17,19,31,11,9,15,20,3,0,4,0.0,0.0,0.0,2.0
2018-07-25,36,29,36,5,9,16,21,2,0,2,0.0,1.0,2.0,1.0
2018-07-26,23,22,39,22,8,19,26,1,1,2,0.0,0.0,3.0,1.0
2018-07-27,22,33,37,10,12,22,19,2,0,1,1.0,0.0,3.0,0.0
2018-07-28,18,21,19,5,9,20,17,1,1,0,1.0,0.0,2.0,0.0
2018-07-29,16,22,36,7,16,22,20,2,1,2,0.0,1.0,2.0,0.0
2018-07-30,23,36,34,15,19,25,18,2,1,3,1.0,0.0,2.0,1.0
2018-07-31,21,19,33,9,13,8,22,1,1,3,0.0,2.0,4.0,0.0
2018-08-01,29,19,33,12,6,18,13,1,2,1,0.0,3.0,2.0,0.0
2018-08-02,13,19,30,13,18,18,19,0,2,2,0.0,0.0,3.0,0.0
2018-08-03,25,29,33,17,13,22,12,2,0,0,1.0,1.0,5.0,0.0
2018-08-04,11,26,28,14,11,21,12,1,0,1,0.0,0.0,0.0,1.0
2018-08-05,12,28,29,15,17,21,13,0,0,2,0.0,1.0,4.0,0.0
2018-08-06,20,34,33,7,14,13,15,1,0,4,0.0,1.0,1.0,4.0
2018-08-07,18,17,27,7,16,18,22,3,1,4,0.0,3.0,2.0,0.0
2018-08-08,19,20,29,11,11,18,20,6,3,2,0.0,1.0,2.0,1.0
2018-08-09,16,27,25,11,16,17,25,5,1,3,1.0,3.0,0.0,2.0
2018-08-10,20,32,41,3,14,23,16,2,1,1,0.0,0.0,3.0,1.0
2018-08-11,11,29,31,29,12,24,24,6,3,1,0.0,1.0,0.0,4.0
2018-08-12,18,28,27,16,12,19,22,2,0,3,2.0,0.0,0.0,2.0
2018-08-13,14,21,35,11,12,14,19,5,1,2,0.0,0.0,2.0,0.0
2018-08-14,22,17,38,15,9,17,18,5,1,1,1.0,1.0,4.0,1.0
2018-08-15,20,15,46,15,12,18,18,0,1,3,1.0,2.0,3.0,0.0
2018-08-16,21,25,38,9,15,15,21,1,1,0,0.0,1.0,2.0,0.0
2018-08-17,30,37,27,9,17,17,20,0,1,1,0.0,1.0,2.0,0.0
2018-08-18,15,22,30,7,5,20,19,7,3,0,0.0,2.0,1.0,3.0
2018-08-19,18,31,34,14,12,17,21,4,1,3,1.0,0.0,0.0,1.0
2018-08-20,22,32,28,5,18,21,26,4,0,2,0.0,1.0,1.0,1.0
2018-08-21,23,24,32,2,17,18,18,1,3,0,0.0,1.0,1.0,0.0
2018-08-22,17,15,42,9,7,19,24,4,1,1,0.0,3.0,2.0,1.0
2018-08-23,15,15,42,9,14,23,17,7,1,3,0.0,0.0,2.0,0.0
2018-08-24,19,22,33,10,13,17,22,1,2,0,0.0,0.0,0.0,0.0
2018-08-25,24,26,28,13,15,20,13,5,2,2,0.0,1.0,3.0,2.0
2018-08-26,15,16,23,9,12,25,27,5,2,1,0.0,0.0,4.0,0.0
2018-08-27,13,19,34,12,13,24,21,3,9,3,0.0,0.0,0.0,2.0
2018-08-28,11,28,23,11,13,18,21,6,2,1,2.0,1.0,0.0,0.0
2018-08-29,16,23,37,5,11,16,22,1,1,0,0.0,0.0,0.0,0.0
2018-08-30,10,22,36,15,8,14,17,4,0,0,1.0,2.0,2.0,0.0
2018-08-31,20,24,45,10,12,14,17,1,1,1,0.0,0.0,1.0,0.0
2018-09-01,17,26,42,10,8,14,12,3,2,3,2.0,1.0,0.0,3.0
2018-09-02,16,31,25,2,8,12,15,2,2,2,0.0,0.0,2.0,4.0
2018-09-03,13,12,33,6,15,20,17,2,1,2,1.0,3.0,0.0,1.0
2018-09-04,16,18,45,3,4,26,27,4,1,2,0.0,2.0,1.0,0.0
2018-09-05,15,27,37,13,7,10,17,0,1,5,1.0,0.0,2.0,0.0
2018-09-06,19,19,40,8,11,14,17,1,2,1,0.0,0.0,0.0,1.0
2018-09-07,26,41,30,7,10,7,23,2,4,3,0.0,0.0,0.0,2.0
2018-09-08,17,26,22,5,7,7,17,1,0,1,0.0,0.0,3.0,0.0
2018-09-09,11,22,21,8,18,7,15,2,2,3,0.0,0.0,0.0,0.0
2018-09-10,24,25,37,7,19,17,17,1,1,2,0.0,0.0,4.0,2.0
2018-09-11,20,23,34,14,6,15,20,1,0,4,0.0,1.0,0.0,0.0
2018-09-12,18,20,43,12,13,11,11,0,0,2,1.0,0.0,1.0,1.0
2018-09-13,19,18,37,23,11,16,33,1,1,4,0.0,0.0,1.0,1.0
2018-09-14,18,18,34,18,9,25,14,3,3,0,0.0,3.0,1.0,0.0
2018-09-15,15,25,28,10,21,21,16,2,2,4,0.0,1.0,4.0,1.0
2018-09-16,11,30,24,16,9,19,18,4,2,1,2.0,0.0,1.0,1.0
2018-09-17,19,23,24,16,11,17,12,3,0,4,0.0,2.0,1.0,2.0
2018-09-18,20,17,46,11,18,19,20,4,1,0,0.0,3.0,0.0,0.0
2018-09-19,12,24,38,11,17,12,26,4,0,2,0.0,1.0,2.0,1.0
2018-09-20,23,18,28,10,11,15,23,4,6,2,0.0,1.0,1.0,0.0
2018-09-21,24,20,33,11,14,14,18,2,0,0,0.0,0.0,0.0,2.0
2018-09-22,14,37,27,14,9,12,22,3,0,1,0.0,1.0,0.0,1.0
2018-09-23,14,19,18,19,13,16,14,1,2,2,0.0,0.0,1.0,2.0
2018-09-24,9,24,40,19,10,15,27,0,0,4,0.0,2.0,0.0,1.0
2018-09-25,22,25,25,17,19,13,27,2,0,4,0.0,1.0,0.0,1.0
2018-09-26,11,24,33,8,11,17,17,1,2,2,0.0,2.0,0.0,0.0
2018-09-27,19,18,37,15,15,10,23,1,3,4,0.0,3.0,1.0,1.0
2018-09-28,23,28,22,9,13,16,16,2,2,2,1.0,1.0,0.0,0.0
2018-09-29,17,34,21,17,13,19,13,2,0,2,0.0,2.0,0.0,1.0
2018-09-30,20,26,31,8,13,22,13,2,5,5,0.0,5.0,1.0,2.0
2018-10-01,21,23,47,13,10,17,12,1,1,2,0.0,2.0,0.0,2.0
2018-10-02,24,28,41,13,14,23,23,2,3,1,0.0,2.0,2.0,1.0
2018-10-03,20,24,39,18,8,15,16,1,2,2,2.0,1.0,0.0,2.0
2018-10-04,17,39,40,11,7,11,18,0,0,2,0.0,2.0,4.0,1.0
2018-10-05,11,30,33,12,17,16,17,3,0,2,0.0,2.0,0.0,1.0
2018-10-06,11,37,21,15,18,23,19,3,0,3,0.0,0.0,0.0,0.0
2018-10-07,10,21,19,11,10,22,22,4,2,2,0.0,1.0,3.0,0.0
2018-10-08,28,34,26,8,9,19,24,0,2,0,1.0,2.0,0.0,0.0
2018-10-09,19,29,29,14,12,18,17,1,1,1,2.0,1.0,0.0,2.0
2018-10-10,22,28,36,8,13,19,45,4,2,5,0.0,0.0,2.0,1.0
2018-10-11,16,26,38,8,9,22,21,3,1,5,1.0,0.0,2.0,2.0
2018-10-12,18,23,37,15,11,7,30,1,2,5,0.0,1.0,0.0,1.0
2018-10-13,13,22,30,9,6,13,15,1,5,1,0.0,0.0,2.0,1.0
2018-10-14,12,29,38,8,17,17,18,1,1,4,0.0,1.0,3.0,1.0
2018-10-15,24,30,26,13,12,16,34,5,4,4,0.0,0.0,0.0,1.0
2018-10-16,21,23,22,13,8,12,34,8,1,2,1.0,3.0,0.0,3.0
2018-10-17,15,15,39,12,5,21,42,4,2,4,0.0,1.0,1.0,0.0
2018-10-18,20,16,22,7,16,10,31,3,0,3,0.0,3.0,3.0,1.0
2018-10-19,34,15,29,15,13,9,31,2,2,4,1.0,0.0,4.0,4.0
2018-10-20,12,29,37,11,16,13,23,0,2,7,0.0,0.0,1.0,0.0
2018-10-21,13,25,19,11,13,16,22,0,2,1,0.0,3.0,0.0,0.0
2018-10-22,20,20,35,6,12,11,14,1,0,2,1.0,1.0,2.0,0.0
2018-10-23,21,30,30,11,13,14,17,5,3,2,2.0,1.0,0.0,1.0
2018-10-24,17,31,25,10,10,15,21,1,0,0,0.0,1.0,1.0,0.0
2018-10-25,16,14,28,9,13,12,21,0,0,0,0.0,0.0,2.0,1.0
2018-10-26,26,23,31,6,12,14,26,2,1,1,0.0,0.0,4.0,1.0
2018-10-27,14,18,17,24,12,16,24,0,2,4,1.0,1.0,0.0,0.0
2018-10-28,21,19,16,15,16,21,27,3,2,2,0.0,0.0,0.0,0.0
2018-10-29,24,20,38,13,21,12,29,0,1,1,0.0,1.0,2.0,0.0
2018-10-30,19,29,29,6,10,12,23,3,0,4,0.0,1.0,2.0,1.0
2018-10-31,16,28,37,11,12,18,21,3,1,0,0.0,3.0,5.0,2.0
2018-11-01,19,29,35,9,16,27,15,1,1,1,1.0,0.0,1.0,1.0
2018-11-02,32,15,36,10,17,16,20,1,0,0,0.0,0.0,1.0,1.0
2018-11-03,23,24,24,10,14,11,17,0,2,2,2.0,0.0,1.0,0.0
2018-11-04,20,34,28,17,7,11,24,1,3,3,1.0,1.0,5.0,0.0
2018-11-05,18,12,30,12,9,10,19,3,2,2,0.0,0.0,4.0,0.0
2018-11-06,20,16,20,9,15,21,26,3,1,7,0.0,0.0,2.0,1.0
2018-11-07,22,33,39,8,15,18,25,2,1,3,0.0,0.0,4.0,1.0
2018-11-08,21,18,41,14,14,13,21,3,1,4,0.0,1.0,2.0,0.0
2018-11-09,20,24,34,12,14,9,20,3,0,9,0.0,1.0,0.0,1.0
2018-11-10,15,24,38,9,10,17,17,1,0,2,0.0,1.0,1.0,0.0
2018-11-11,10,26,23,7,11,17,15,2,3,4,0.0,0.0,2.0,0.0
2018-11-12,16,17,25,8,16,9,13,0,4,4,0.0,0.0,1.0,1.0
2018-11-13,17,16,33,9,15,15,22,1,0,6,0.0,0.0,0.0,0.0
2018-11-14,11,22,35,18,9,11,21,2,0,4,1.0,1.0,4.0,0.0
2018-11-15,18,17,26,8,17,16,18,0,0,9,0.0,0.0,2.0,2.0
2018-11-16,15,19,27,12,10,15,33,1,4,7,0.0,3.0,2.0,0.0
2018-11-17,9,27,29,8,20,18,21,4,0,2,0.0,1.0,1.0,0.0
2018-11-18,13,32,32,24,8,13,20,1,0,1,0.0,0.0,4.0,1.0
2018-11-19,20,31,38,18,17,20,21,1,2,4,1.0,1.0,0.0,3.0
2018-11-20,16,27,38,9,14,12,15,0,1,3,0.0,0.0,1.0,0.0
2018-11-21,16,22,38,18,9,11,21,1,3,2,1.0,1.0,2.0,1.0
2018-11-22,11,29,16,1,15,19,20,1,2,2,0.0,0.0,1.0,0.0
2018-11-23,10,21,38,6,8,19,14,6,1,3,1.0,0.0,1.0,2.0
2018-11-24,9,12,33,13,9,10,21,0,2,2,0.0,0.0,0.0,0.0
2018-11-25,11,24,20,11,10,18,27,2,1,5,0.0,3.0,2.0,0.0
2018-11-26,16,15,41,13,12,6,14,0,1,3,0.0,0.0,2.0,3.0
2018-11-27,14,24,34,15,15,17,17,5,1,5,0.0,0.0,0.0,0.0
2018-11-28,13,28,41,2,14,13,14,2,0,0,1.0,2.0,0.0,0.0
2018-11-29,12,32,32,29,12,9,15,0,1,6,0.0,1.0,2.0,0.0
2018-11-30,17,19,43,14,9,14,6,1,1,2,0.0,1.0,0.0,1.0
2018-12-01,21,25,41,12,9,14,20,4,1,1,2.0,3.0,2.0,1.0
2018-12-02,9,33,33,11,9,9,21,2,1,1,0.0,1.0,3.0,0.0
2018-12-03,14,17,35,9,9,16,14,3,2,5,0.0,3.0,2.0,4.0
2018-12-04,22,21,35,13,8,23,15,4,0,4,0.0,0.0,4.0,2.0
2018-12-05,18,37,37,13,11,14,16,3,1,5,0.0,0.0,1.0,0.0
2018-12-06,22,14,25,11,11,15,17,1,2,2,1.0,0.0,3.0,2.0
2018-12-07,17,21,39,12,12,29,16,3,0,2,0.0,2.0,2.0,0.0
2018-12-08,7,23,29,11,8,14,12,2,1,4,1.0,0.0,2.0,0.0
2018-12-09,10,17,31,6,10,11,24,5,2,2,0.0,0.0,0.0,1.0
2018-12-10,22,14,26,11,22,18,15,1,1,7,0.0,2.0,1.0,0.0
2018-12-11,25,28,32,17,18,13,17,0,1,5,0.0,0.0,4.0,0.0
2018-12-12,21,23,34,16,10,17,11,0,1,6,1.0,2.0,2.0,1.0
2018-12-13,17,23,36,12,14,15,20,1,3,3,0.0,2.0,3.0,0.0
2018-12-14,19,25,25,7,9,17,28,3,2,2,1.0,1.0,1.0,0.0
2018-12-15,16,26,42,15,13,9,20,1,1,2,0.0,1.0,1.0,1.0
2018-12-16,8,26,16,9,14,14,24,0,0,1,1.0,0.0,1.0,0.0
2018-12-17,17,10,28,11,22,16,35,1,1,2,0.0,0.0,1.0,0.0
2018-12-18,27,23,44,12,15,25,23,8,1,4,0.0,0.0,3.0,1.0
2018-12-19,20,15,29,11,14,14,27,1,1,3,0.0,3.0,0.0,0.0
2018-12-20,100,20,30,8,7,11,27,2,1,2,0.0,0.0,2.0,2.0
2018-12-21,19,24,27,5,17,16,37,2,0,5,0.0,3.0,1.0,0.0
2018-12-22,9,15,25,8,11,13,17,3,5,2,0.0,0.0,1.0,0.0
2018-12-23,23,19,27,7,5,10,26,0,1,1,0.0,0.0,0.0,0.0
2018-12-24,17,16,37,10,13,16,14,6,1,7,0.0,0.0,2.0,0.0
2018-12-25,14,25,12,3,9,14,19,0,0,0,0.0,1.0,0.0,0.0
2018-12-26,11,17,27,6,9,13,13,1,0,1,0.0,0.0,1.0,0.0
2018-12-27,12,16,20,12,17,21,18,6,1,2,0.0,0.0,4.0,1.0
2018-12-28,21,26,34,14,12,14,16,0,9,6,1.0,0.0,2.0,1.0
2018-12-29,14,15,37,15,6,15,17,2,1,4,0.0,0.0,2.0,1.0
2018-12-30,14,25,22,9,15,11,15,0,0,5,0.0,2.0,2.0,0.0
2018-12-31,11,21,37,6,17,17,15,4,1,2,0.0,2.0,0.0,2.0
2019-01-01,13,35,20,8,10,22,17,2,2,11,0.0,2.0,2.0,2.0
2019-01-02,19,12,29,7,5,19,30,1,3,2,1.0,0.0,0.0,0.0
2019-01-03,15,19,38,12,10,8,11,4,2,3,0.0,1.0,3.0,0.0
2019-01-04,19,25,32,3,17,15,11,4,1,4,0.0,0.0,4.0,1.0
2019-01-05,17,11,22,8,10,26,32,6,4,2,0.0,0.0,3.0,0.0
2019-01-06,14,27,15,7,9,13,25,2,2,1,0.0,1.0,1.0,1.0
2019-01-07,15,18,22,8,13,15,37,0,0,6,0.0,0.0,2.0,3.0
2019-01-08,19,22,38,9,11,18,30,0,2,1,0.0,0.0,1.0,0.0
2019-01-09,23,17,33,21,19,14,18,4,2,3,0.0,1.0,0.0,1.0
2019-01-10,8,17,34,11,9,16,24,1,0,1,0.0,1.0,3.0,0.0
2019-01-11,21,26,19,16,15,20,17,1,1,6,1.0,3.0,5.0,0.0
2019-01-12,16,27,24,4,12,10,7,1,3,4,0.0,0.0,0.0,1.0
2019-01-13,6,23,12,2,11,8,13,1,2,1,0.0,3.0,0.0,0.0
2019-01-14,11,24,29,12,11,8,14,1,0,4,0.0,0.0,3.0,1.0
2019-01-15,16,26,45,6,17,13,16,1,0,1,1.0,1.0,2.0,1.0
2019-01-16,21,19,31,18,16,12,20,1,1,2,1.0,0.0,0.0,0.0
2019-01-17,10,19,26,8,8,12,7,0,1,6,1.0,0.0,0.0,1.0
2019-01-18,12,26,29,5,13,13,20,2,0,1,0.0,1.0,2.0,0.0
2019-01-19,10,16,22,10,6,10,8,1,1,2,0.0,2.0,2.0,2.0
2019-01-20,12,18,19,10,9,13,14,6,1,1,0.0,0.0,2.0,1.0
2019-01-21,8,11,25,11,11,10,12,2,0,4,0.0,1.0,1.0,0.0
2019-01-22,11,16,19,8,10,17,14,1,1,4,0.0,3.0,3.0,0.0
2019-01-23,22,19,23,3,10,13,18,1,1,3,0.0,0.0,1.0,0.0
2019-01-24,22,25,32,8,16,9,15,1,0,7,0.0,1.0,0.0,0.0
2019-01-25,18,14,21,8,7,13,10,1,4,1,0.0,0.0,0.0,0.0
2019-01-26,12,16,26,9,7,11,13,0,0,1,0.0,2.0,0.0,0.0
2019-01-27,10,14,23,16,5,10,16,0,1,2,0.0,0.0,1.0,0.0
2019-01-28,14,23,34,7,8,14,11,3,0,1,0.0,1.0,1.0,0.0
2019-01-29,19,13,34,3,14,9,17,1,1,3,0.0,0.0,1.0,1.0
2019-01-30,17,12,33,9,6,7,15,0,0,2,1.0,0.0,0.0,1.0
2019-01-31,12,19,28,8,14,9,7,0,1,4,0.0,0.0,1.0,2.0
2019-02-01,8,12,27,4,11,10,11,0,1,3,0.0,1.0,0.0,3.0
2019-02-02,17,18,22,4,9,12,13,0,0,2,0.0,1.0,1.0,2.0
2019-02-03,9,37,20,4,10,17,15,1,0,0,0.0,0.0,1.0,1.0
2019-02-04,13,26,24,8,16,10,13,2,2,2,0.0,0.0,1.0,0.0
2019-02-05,13,30,31,11,7,17,15,3,2,2,2.0,0.0,1.0,0.0
2019-02-06,18,28,31,15,10,15,23,1,2,1,0.0,0.0,2.0,1.0
2019-02-07,14,36,28,12,18,6,20,2,1,2,0.0,0.0,1.0,2.0
2019-02-08,25,19,30,10,14,15,15,2,2,2,0.0,2.0,1.0,4.0
2019-02-09,11,22,22,8,6,8,15,2,3,3,1.0,0.0,2.0,1.0
2019-02-10,3,18,20,7,12,13,12,2,1,3,0.0,0.0,4.0,0.0
2019-02-11,13,22,23,9,14,8,9,1,1,1,0.0,0.0,0.0,2.0
2019-02-12,14,15,22,3,8,6,10,0,1,4,0.0,0.0,4.0,0.0
2019-02-13,24,31,26,6,7,11,9,1,1,1,0.0,0.0,3.0,0.0
2019-02-14,22,18,28,8,3,15,16,0,1,1,0.0,0.0,1.0,3.0
2019-02-15,16,29,35,4,14,7,11,1,0,0,0.0,2.0,0.0,0.0
2019-02-16,17,16,17,9,9,13,12,0,1,1,0.0,1.0,2.0,0.0
2019-02-17,16,23,19,7,12,14,13,0,3,0,0.0,0.0,0.0,0.0
2019-02-18,17,14,26,8,8,16,8,0,2,2,0.0,0.0,1.0,2.0
2019-02-19,17,19,31,7,6,20,15,5,1,3,0.0,0.0,2.0,0.0
2019-02-20,10,11,25,3,12,7,12,1,1,3,0.0,0.0,0.0,0.0
2019-02-21,19,18,34,6,5,21,9,8,1,2,0.0,4.0,1.0,1.0
2019-02-22,11,15,33,6,9,8,9,2,0,2,0.0,3.0,1.0,0.0
2019-02-23,14,16,30,4,10,14,17,1,1,3,0.0,0.0,2.0,2.0
2019-02-24,17,27,19,2,7,15,5,1,0,3,0.0,1.0,1.0,0.0
2019-02-25,23,16,32,5,9,14,9,0,1,2,0.0,1.0,0.0,0.0
2019-02-26,16,24,22,6,11,12,8,3,0,1,0.0,0.0,2.0,0.0
2019-02-27,9,27,25,7,11,18,9,1,0,2,0.0,3.0,1.0,2.0
2019-02-28,12,22,28,8,8,12,11,1,0,1,0.0,0.0,0.0,0.0
2019-03-01,10,16,32,8,10,12,14,2,0,1,0.0,1.0,0.0,3.0
2019-03-02,11,16,25,7,5,11,11,0,1,1,1.0,0.0,1.0,0.0
2019-03-03,9,21,12,3,14,12,7,0,4,1,0.0,1.0,0.0,1.0
2019-03-04,12,25,30,7,8,10,7,0,0,2,1.0,2.0,0.0,4.0
2019-03-05,13,13,20,4,10,16,6,1,1,3,0.0,0.0,2.0,0.0
2019-03-06,15,28,25,6,12,5,4,4,0,2,1.0,0.0,1.0,0.0
2019-03-07,13,21,26,8,5,13,4,0,0,1,1.0,0.0,1.0,0.0
2019-03-08,5,19,31,0,8,5,10,1,0,2,1.0,0.0,1.0,0.0
2019-03-09,11,15,20,3,9,17,16,1,1,3,0.0,2.0,2.0,0.0
2019-03-10,9,19,28,12,6,7,8,2,1,3,0.0,2.0,0.0,3.0
2019-03-11,13,19,24,7,12,15,10,3,1,1,1.0,1.0,3.0,0.0
2019-03-12,7,19,37,4,8,7,12,1,4,6,0.0,1.0,0.0,0.0
2019-03-13,14,23,14,5,7,16,12,0,0,2,0.0,0.0,0.0,0.0
2019-03-14,3,25,27,6,13,10,14,4,3,2,1.0,2.0,0.0,1.0
2019-03-15,19,18,34,5,11,10,11,2,1,1,0.0,0.0,2.0,0.0
2019-03-16,15,32,17,8,15,26,20,1,0,4,0.0,1.0,2.0,0.0
2019-03-17,10,23,19,9,13,19,9,2,0,5,0.0,2.0,1.0,1.0
2019-03-18,17,28,30,12,16,16,10,2,1,2,0.0,1.0,0.0,0.0
2019-03-19,14,28,36,8,9,10,11,0,0,2,1.0,0.0,3.0,2.0
2019-03-20,8,20,33,8,9,12,14,1,1,2,3.0,1.0,0.0,1.0
2019-03-21,19,14,24,4,6,7,12,1,1,0,0.0,2.0,0.0,1.0
2019-03-22,15,20,27,9,9,9,11,4,1,4,0.0,0.0,0.0,1.0
2019-03-23,23,35,34,9,4,15,15,0,1,3,0.0,0.0,0.0,1.0
2019-03-24,10,32,19,4,7,14,18,1,1,0,0.0,0.0,0.0,0.0
2019-03-25,13,27,30,9,13,18,12,1,0,1,1.0,1.0,0.0,2.0
2019-03-26,9,28,26,9,8,16,19,4,1,6,1.0,2.0,0.0,0.0
2019-03-27,10,26,28,7,5,19,17,2,0,1,0.0,1.0,3.0,1.0
2019-03-28,17,33,33,8,10,21,14,7,1,0,2.0,2.0,1.0,1.0
2019-03-29,12,24,27,4,15,15,13,2,3,1,0.0,0.0,1.0,0.0
2019-03-30,16,26,35,15,11,12,17,1,0,2,0.0,1.0,1.0,1.0
2019-03-31,10,25,25,14,12,10,12,2,1,2,0.0,0.0,2.0,0.0
2019-04-01,18,33,34,3,15,9,15,1,1,2,0.0,0.0,2.0,1.0
2019-04-02,8,22,21,4,9,6,10,2,3,2,0.0,1.0,2.0,1.0
2019-04-03,18,17,26,8,7,13,8,4,0,1,0.0,0.0,0.0,0.0
2019-04-04,14,30,43,7,9,23,12,3,3,6,1.0,0.0,0.0,0.0
2019-04-05,11,31,32,6,9,9,18,0,1,2,0.0,0.0,2.0,2.0
2019-04-06,15,20,31,9,8,12,18,4,0,0,0.0,0.0,1.0,2.0
