CrimeDateTime,HOMICIDE,AGG. ASSAULT,COMMON ASSAULT,LARCENY,AUTO THEFT,ROBBERY - CARJACKING,BURGLARY,LARCENY FROM AUTO,ROBBERY - COMMERCIAL,SHOOTING,ROBBERY - RESIDENCE,ROBBERY - STREET,ARSON,RAPE
2015-10-18 00:00:00+00:00,0,8,23,26,8,0.0,17,31,3,1,2.0,2.0,1.0,1.0
2015-10-19 00:00:00+00:00,0,7,23,30,6,3.0,24,9,1,2,0.0,4.0,0.0,0.0
2015-10-20 00:00:00+00:00,1,11,21,37,16,0.0,27,23,2,3,3.0,12.0,0.0,0.0
2015-10-21 00:00:00+00:00,2,18,14,41,17,0.0,20,21,1,2,1.0,8.0,3.0,1.0
2015-10-22 00:00:00+00:00,2,10,21,34,10,0.0,25,21,3,4,1.0,12.0,0.0,1.0
2015-10-23 00:00:00+00:00,0,15,21,35,20,0.0,26,27,2,4,0.0,5.0,1.0,0.0
2015-10-24 00:00:00+00:00,1,13,14,39,7,1.0,17,23,1,1,0.0,10.0,1.0,0.0
2015-10-25 00:00:00+00:00,3,18,29,22,12,1.0,16,20,4,0,0.0,12.0,0.0,1.0
2015-10-26 00:00:00+00:00,1,10,21,30,12,0.0,21,28,3,0,1.0,9.0,0.0,0.0
2015-10-27 00:00:00+00:00,1,17,18,41,14,0.0,22,20,0,1,2.0,9.0,1.0,1.0
2015-10-28 00:00:00+00:00,0,9,21,34,13,2.0,23,24,4,0,0.0,9.0,1.0,1.0
2015-10-29 00:00:00+00:00,0,12,18,37,6,3.0,20,20,5,1,2.0,9.0,1.0,0.0
2015-10-30 00:00:00+00:00,1,17,23,24,21,1.0,31,31,1,1,2.0,9.0,0.0,3.0
2015-10-31 00:00:00+00:00,1,18,24,25,11,2.0,15,16,2,1,0.0,7.0,1.0,2.0
2015-11-01 00:00:00+00:00,0,20,26,24,15,1.0,23,21,0,2,1.0,10.0,0.0,3.0
2015-11-02 00:00:00+00:00,0,11,27,29,11,3.0,28,22,2,3,2.0,12.0,2.0,0.0
2015-11-03 00:00:00+00:00,2,8,24,28,12,1.0,26,22,4,2,1.0,11.0,1.0,0.0
2015-11-04 00:00:00+00:00,2,10,20,29,11,1.0,16,19,3,2,2.0,11.0,1.0,1.0
2015-11-05 00:00:00+00:00,1,13,24,33,12,2.0,26,26,4,2,1.0,8.0,1.0,1.0
2015-11-06 00:00:00+00:00,0,12,13,39,25,0.0,31,29,5,4,1.0,13.0,0.0,1.0
2015-11-07 00:00:00+00:00,2,4,28,27,11,0.0,13,23,4,0,0.0,6.0,1.0,0.0
2015-11-08 00:00:00+00:00,3,11,20,17,13,1.0,19,14,2,0,0.0,2.0,2.0,1.0
2015-11-09 00:00:00+00:00,1,12,17,38,8,1.0,19,18,2,1,0.0,9.0,1.0,0.0
2015-11-10 00:00:00+00:00,0,4,16,31,10,2.0,34,13,4,0,1.0,17.0,0.0,4.0
2015-11-11 00:00:00+00:00,0,12,17,20,16,1.0,24,18,0,4,3.0,11.0,1.0,0.0
2015-11-12 00:00:00+00:00,1,17,23,32,10,0.0,20,18,5,0,0.0,13.0,1.0,1.0
2015-11-13 00:00:00+00:00,0,8,15,38,11,1.0,19,11,5,1,1.0,5.0,0.0,2.0
2015-11-14 00:00:00+00:00,5,9,13,26,11,0.0,6,16,4,3,0.0,8.0,1.0,0.0
2015-11-15 00:00:00+00:00,1,19,23,17,16,0.0,23,27,2,6,3.0,9.0,1.0,0.0
2015-11-16 00:00:00+00:00,3,12,16,32,11,1.0,18,13,4,1,2.0,10.0,0.0,1.0
2015-11-17 00:00:00+00:00,0,6,13,27,16,0.0,32,23,4,1,3.0,15.0,2.0,0.0
2015-11-18 00:00:00+00:00,1,11,24,29,16,2.0,19,20,3,1,0.0,17.0,2.0,1.0
2015-11-19 00:00:00+00:00,1,9,18,43,13,0.0,25,33,1,0,3.0,10.0,1.0,1.0
2015-11-20 00:00:00+00:00,1,5,15,39,13,2.0,25,25,4,1,0.0,11.0,1.0,0.0
2015-11-21 00:00:00+00:00,1,18,20,30,11,2.0,27,26,2,6,2.0,15.0,0.0,2.0
2015-11-22 00:00:00+00:00,0,12,15,28,15,0.0,18,20,4,1,5.0,11.0,0.0,0.0
2015-11-23 00:00:00+00:00,0,7,19,29,6,1.0,23,19,0,2,0.0,7.0,0.0,1.0
2015-11-24 00:00:00+00:00,0,10,16,34,9,0.0,32,20,2,3,1.0,14.0,0.0,0.0
2015-11-25 00:00:00+00:00,0,10,17,23,9,2.0,25,19,2,2,0.0,13.0,0.0,0.0
2015-11-26 00:00:00+00:00,0,14,16,14,9,1.0,14,21,0,1,3.0,6.0,0.0,0.0
2015-11-27 00:00:00+00:00,0,14,22,23,14,2.0,21,23,5,0,3.0,6.0,0.0,1.0
2015-11-28 00:00:00+00:00,1,12,30,30,9,1.0,36,20,5,0,1.0,11.0,2.0,1.0
2015-11-29 00:00:00+00:00,1,10,19,14,17,0.0,19,13,1,2,2.0,12.0,0.0,0.0
2015-11-30 00:00:00+00:00,0,9,12,42,20,0.0,21,16,5,0,0.0,11.0,1.0,0.0
2015-12-01 00:00:00+00:00,1,11,15,34,9,1.0,23,17,2,0,2.0,9.0,0.0,5.0
2015-12-02 00:00:00+00:00,3,6,16,39,13,2.0,18,15,4,1,1.0,8.0,3.0,0.0
2015-12-03 00:00:00+00:00,1,5,15,33,10,0.0,17,16,3,1,4.0,9.0,0.0,1.0
2015-12-04 00:00:00+00:00,2,7,22,30,9,2.0,16,19,0,2,1.0,7.0,2.0,1.0
2015-12-05 00:00:00+00:00,1,5,12,27,9,2.0,16,12,3,0,3.0,3.0,0.0,0.0
2015-12-06 00:00:00+00:00,3,15,23,21,12,2.0,14,17,0,2,3.0,3.0,1.0,2.0
2015-12-07 00:00:00+00:00,0,11,18,30,6,1.0,24,12,2,1,1.0,10.0,0.0,0.0
2015-12-08 00:00:00+00:00,0,14,14,23,17,0.0,19,19,0,1,0.0,8.0,0.0,1.0
2015-12-09 00:00:00+00:00,1,16,17,34,10,2.0,24,21,2,3,1.0,7.0,0.0,1.0
2015-12-10 00:00:00+00:00,0,15,16,30,17,2.0,30,22,4,2,0.0,15.0,1.0,1.0
2015-12-11 00:00:00+00:00,1,18,28,24,11,2.0,28,12,2,6,2.0,14.0,1.0,2.0
2015-12-12 00:00:00+00:00,0,20,35,33,8,2.0,21,30,0,1,1.0,13.0,4.0,0.0
2015-12-13 00:00:00+00:00,1,15,21,21,16,0.0,16,20,3,1,1.0,8.0,1.0,2.0
2015-12-14 00:00:00+00:00,1,6,22,24,8,0.0,24,34,1,0,2.0,9.0,1.0,1.0
2015-12-15 00:00:00+00:00,1,9,13,32,8,0.0,60,19,5,0,4.0,10.0,0.0,0.0
2015-12-16 00:00:00+00:00,2,13,18,36,13,1.0,25,17,2,2,1.0,13.0,0.0,0.0
2015-12-17 00:00:00+00:00,1,6,16,23,11,1.0,27,15,1,1,0.0,11.0,1.0,1.0
2015-12-18 00:00:00+00:00,1,12,21,31,10,1.0,28,17,6,1,0.0,9.0,0.0,1.0
2015-12-19 00:00:00+00:00,0,18,21,22,8,0.0,23,13,3,6,0.0,9.0,0.0,0.0
2015-12-20 00:00:00+00:00,4,18,19,18,13,0.0,29,21,2,4,0.0,11.0,0.0,0.0
2015-12-21 00:00:00+00:00,0,6,29,37,10,6.0,17,21,7,1,0.0,12.0,0.0,0.0
2015-12-22 00:00:00+00:00,0,14,18,29,11,3.0,29,16,5,1,2.0,21.0,0.0,0.0
2015-12-23 00:00:00+00:00,1,10,14,26,9,0.0,30,15,6,0,2.0,12.0,1.0,2.0
2015-12-24 00:00:00+00:00,0,8,19,23,17,4.0,22,21,0,0,0.0,15.0,1.0,1.0
2015-12-25 00:00:00+00:00,0,6,24,12,10,2.0,24,13,3,1,1.0,10.0,0.0,0.0
2015-12-26 00:00:00+00:00,1,10,23,26,16,3.0,22,16,0,0,0.0,10.0,0.0,0.0
2015-12-27 00:00:00+00:00,1,16,18,23,8,2.0,19,16,3,6,1.0,20.0,0.0,1.0
2015-12-28 00:00:00+00:00,3,12,16,23,12,0.0,33,18,2,0,2.0,10.0,0.0,0.0
2015-12-29 00:00:00+00:00,1,13,21,20,8,0.0,20,31,0,1,0.0,8.0,0.0,0.0
2015-12-30 00:00:00+00:00,1,11,13,31,9,2.0,25,14,5,4,1.0,4.0,1.0,0.0
2015-12-31 00:00:00+00:00,1,7,14,23,6,0.0,24,12,2,0,0.0,6.0,2.0,1.0
2016-01-01 00:00:00+00:00,1,18,22,37,15,0.0,18,23,3,3,2.0,8.0,2.0,2.0
2016-01-02 00:00:00+00:00,0,14,20,34,8,0.0,6,10,7,1,1.0,9.0,0.0,1.0
2016-01-03 00:00:00+00:00,0,12,10,16,12,2.0,22,25,2,0,1.0,9.0,0.0,0.0
2016-01-04 00:00:00+00:00,0,5,10,25,19,2.0,24,17,3,0,3.0,6.0,0.0,1.0
2016-01-05 00:00:00+00:00,1,13,20,28,17,0.0,16,10,2,0,1.0,12.0,1.0,1.0
2016-01-06 00:00:00+00:00,0,8,19,24,14,3.0,25,13,2,0,1.0,7.0,0.0,2.0
2016-01-07 00:00:00+00:00,3,10,23,29,8,0.0,20,22,3,5,1.0,10.0,2.0,3.0
2016-01-08 00:00:00+00:00,0,10,25,39,13,2.0,30,14,3,3,0.0,18.0,1.0,1.0
2016-01-09 00:00:00+00:00,0,13,21,19,17,3.0,15,20,1,3,1.0,15.0,1.0,1.0
2016-01-10 00:00:00+00:00,1,10,22,16,14,3.0,16,17,1,4,7.0,8.0,0.0,0.0
2016-01-11 00:00:00+00:00,1,12,14,16,14,5.0,23,10,2,0,0.0,10.0,0.0,2.0
2016-01-12 00:00:00+00:00,1,8,23,28,13,0.0,24,26,2,1,1.0,11.0,1.0,3.0
2016-01-13 00:00:00+00:00,0,7,18,16,23,0.0,18,19,5,1,0.0,6.0,0.0,0.0
2016-01-14 00:00:00+00:00,0,15,15,32,15,0.0,25,16,4,2,0.0,12.0,0.0,0.0
2016-01-15 00:00:00+00:00,1,13,20,32,11,0.0,18,13,4,1,1.0,7.0,2.0,0.0
2016-01-16 00:00:00+00:00,0,19,22,24,13,0.0,18,18,1,1,1.0,2.0,2.0,0.0
2016-01-17 00:00:00+00:00,0,23,17,22,18,0.0,10,13,4,2,2.0,17.0,0.0,1.0
2016-01-18 00:00:00+00:00,1,3,14,15,18,1.0,18,18,2,2,2.0,10.0,1.0,0.0
2016-01-19 00:00:00+00:00,2,15,16,22,14,0.0,27,14,2,1,2.0,10.0,0.0,0.0
2016-01-20 00:00:00+00:00,0,6,15,20,10,0.0,21,12,2,0,1.0,8.0,0.0,3.0
2016-01-21 00:00:00+00:00,0,6,9,20,14,3.0,21,13,3,1,0.0,9.0,0.0,0.0
2016-01-22 00:00:00+00:00,0,7,9,19,14,0.0,26,13,1,1,2.0,8.0,0.0,0.0
2016-01-23 00:00:00+00:00,0,1,5,4,6,1.0,11,2,1,0,0.0,0.0,0.0,1.0
2016-01-24 00:00:00+00:00,0,3,10,5,6,0.0,11,6,1,0,0.0,2.0,0.0,0.0
2016-01-25 00:00:00+00:00,0,12,16,11,9,0.0,5,3,1,1,1.0,5.0,1.0,0.0
2016-01-26 00:00:00+00:00,1,8,16,12,9,0.0,8,8,2,1,0.0,9.0,0.0,1.0
2016-01-27 00:00:00+00:00,0,10,25,19,12,0.0,8,12,1,0,0.0,3.0,0.0,0.0
2016-01-28 00:00:00+00:00,0,12,12,22,14,2.0,12,12,0,0,2.0,8.0,0.0,0.0
2016-01-29 00:00:00+00:00,1,13,16,14,16,0.0,15,12,4,1,2.0,8.0,0.0,0.0
2016-01-30 00:00:00+00:00,0,8,12,28,6,2.0,17,13,0,0,4.0,3.0,0.0,0.0
2016-01-31 00:00:00+00:00,0,15,17,26,15,0.0,9,15,2,1,0.0,4.0,1.0,0.0
2016-02-01 00:00:00+00:00,1,9,19,23,4,0.0,14,15,3,2,2.0,14.0,1.0,3.0
2016-02-02 00:00:00+00:00,0,9,17,24,12,0.0,24,11,0,0,1.0,4.0,1.0,2.0
2016-02-03 00:00:00+00:00,1,13,23,18,13,1.0,20,5,0,1,0.0,10.0,0.0,0.0
2016-02-04 00:00:00+00:00,1,7,6,24,7,1.0,15,13,3,2,1.0,14.0,0.0,0.0
2016-02-05 00:00:00+00:00,2,6,23,18,17,1.0,18,7,1,0,1.0,6.0,0.0,0.0
2016-02-06 00:00:00+00:00,0,17,17,23,6,2.0,13,13,1,0,2.0,2.0,0.0,0.0
2016-02-07 00:00:00+00:00,0,6,19,15,13,1.0,15,17,2,1,0.0,14.0,0.0,0.0
2016-02-08 00:00:00+00:00,1,18,24,28,9,0.0,14,11,0,1,4.0,13.0,0.0,1.0
2016-02-09 00:00:00+00:00,0,5,12,17,9,0.0,28,6,1,1,3.0,7.0,1.0,1.0
2016-02-10 00:00:00+00:00,2,6,22,27,11,1.0,14,10,3,2,0.0,10.0,1.0,0.0
2016-02-11 00:00:00+00:00,1,7,13,16,7,0.0,20,6,1,0,0.0,5.0,0.0,0.0
2016-02-12 00:00:00+00:00,1,8,15,27,14,0.0,25,5,4,0,0.0,6.0,0.0,2.0
2016-02-13 00:00:00+00:00,0,8,11,22,15,0.0,12,10,3,0,1.0,4.0,0.0,2.0
2016-02-14 00:00:00+00:00,0,14,11,12,9,1.0,7,6,1,1,0.0,8.0,1.0,0.0
2016-02-15 00:00:00+00:00,1,6,13,18,4,1.0,12,4,1,1,0.0,5.0,0.0,0.0
2016-02-16 00:00:00+00:00,0,10,13,17,16,0.0,17,11,1,1,3.0,8.0,0.0,0.0
2016-02-17 00:00:00+00:00,1,15,16,13,12,2.0,20,13,3,1,4.0,4.0,1.0,0.0
2016-02-18 00:00:00+00:00,1,9,17,16,10,2.0,12,8,2,1,0.0,5.0,0.0,0.0
2016-02-19 00:00:00+00:00,1,10,17,23,13,1.0,18,18,1,4,1.0,14.0,2.0,2.0
2016-02-20 00:00:00+00:00,2,10,13,18,13,1.0,17,10,2,0,0.0,3.0,0.0,0.0
2016-02-21 00:00:00+00:00,3,7,24,19,12,1.0,12,14,0,0,1.0,6.0,0.0,0.0
2016-02-22 00:00:00+00:00,0,15,19,21,13,1.0,14,14,0,4,0.0,6.0,2.0,1.0
2016-02-23 00:00:00+00:00,1,8,15,20,7,0.0,22,16,2,0,0.0,4.0,3.0,1.0
2016-02-24 00:00:00+00:00,0,7,23,21,9,1.0,20,9,2,0,1.0,5.0,0.0,3.0
2016-02-25 00:00:00+00:00,1,11,11,26,6,1.0,21,8,3,3,0.0,10.0,0.0,1.0
2016-02-26 00:00:00+00:00,1,12,9,33,8,3.0,31,15,2,1,1.0,3.0,0.0,0.0
2016-02-27 00:00:00+00:00,0,14,9,20,8,0.0,5,6,2,4,2.0,1.0,0.0,0.0
2016-02-28 00:00:00+00:00,0,10,27,15,11,0.0,12,19,1,1,1.0,10.0,0.0,2.0
2016-02-29 00:00:00+00:00,2,11,22,22,5,1.0,27,18,2,1,0.0,6.0,1.0,0.0
2016-03-01 00:00:00+00:00,0,15,15,36,10,0.0,22,10,0,1,1.0,8.0,0.0,3.0
2016-03-02 00:00:00+00:00,0,3,14,23,11,0.0,13,6,2,0,3.0,5.0,1.0,2.0
2016-03-03 00:00:00+00:00,1,14,20,28,7,0.0,13,9,3,0,2.0,2.0,0.0,1.0
2016-03-04 00:00:00+00:00,0,11,15,25,10,1.0,21,16,4,1,3.0,3.0,0.0,2.0
2016-03-05 00:00:00+00:00,0,16,19,28,12,0.0,9,12,0,3,1.0,7.0,0.0,3.0
2016-03-06 00:00:00+00:00,1,12,22,22,13,1.0,9,13,1,1,1.0,5.0,1.0,0.0
2016-03-07 00:00:00+00:00,0,20,21,34,16,1.0,20,22,2,5,2.0,7.0,0.0,0.0
2016-03-08 00:00:00+00:00,0,15,18,31,12,0.0,11,13,0,2,1.0,7.0,1.0,1.0
2016-03-09 00:00:00+00:00,0,8,20,28,13,1.0,13,15,0,0,1.0,3.0,0.0,0.0
2016-03-10 00:00:00+00:00,1,15,35,31,5,1.0,13,12,1,1,1.0,8.0,2.0,0.0
2016-03-11 00:00:00+00:00,0,20,20,32,12,3.0,18,13,0,2,1.0,4.0,0.0,1.0
2016-03-12 00:00:00+00:00,1,21,19,23,18,1.0,17,17,2,1,2.0,11.0,1.0,0.0
2016-03-13 00:00:00+00:00,1,10,13,16,13,1.0,4,12,5,1,1.0,6.0,0.0,1.0
2016-03-14 00:00:00+00:00,0,9,15,20,13,0.0,19,12,3,0,2.0,8.0,1.0,2.0
2016-03-15 00:00:00+00:00,1,12,23,30,8,0.0,13,16,3,1,3.0,9.0,0.0,0.0
2016-03-16 00:00:00+00:00,1,15,19,25,17,0.0,21,19,4,3,0.0,13.0,1.0,0.0
2016-03-17 00:00:00+00:00,1,24,16,37,12,0.0,22,11,0,2,0.0,10.0,0.0,0.0
2016-03-18 00:00:00+00:00,1,20,18,24,15,1.0,17,10,0,2,1.0,10.0,1.0,2.0
2016-03-19 00:00:00+00:00,1,7,14,18,9,0.0,20,13,1,3,1.0,9.0,0.0,0.0
2016-03-20 00:00:00+00:00,1,14,10,15,10,1.0,14,11,2,2,1.0,7.0,1.0,0.0
2016-03-21 00:00:00+00:00,0,17,22,26,17,1.0,21,10,7,0,0.0,8.0,0.0,0.0
2016-03-22 00:00:00+00:00,2,10,27,37,9,0.0,24,12,3,0,0.0,11.0,1.0,0.0
2016-03-23 00:00:00+00:00,0,13,23,34,13,0.0,19,13,1,0,1.0,16.0,0.0,0.0
2016-03-24 00:00:00+00:00,1,13,22,29,23,0.0,20,12,1,1,1.0,7.0,0.0,0.0
2016-03-25 00:00:00+00:00,0,23,16,25,15,0.0,15,16,3,6,4.0,9.0,0.0,1.0
2016-03-26 00:00:00+00:00,0,15,24,31,11,1.0,14,16,3,1,2.0,10.0,1.0,5.0
2016-03-27 00:00:00+00:00,1,11,21,21,17,0.0,15,16,2,1,2.0,3.0,1.0,0.0
2016-03-28 00:00:00+00:00,0,13,14,30,6,0.0,12,11,4,3,3.0,6.0,1.0,0.0
2016-03-29 00:00:00+00:00,1,11,14,33,9,2.0,19,16,0,2,2.0,7.0,1.0,0.0
2016-03-30 00:00:00+00:00,1,12,18,26,13,1.0,14,25,6,1,0.0,13.0,2.0,2.0
2016-03-31 00:00:00+00:00,1,8,15,23,6,1.0,14,17,1,2,1.0,7.0,0.0,0.0
2016-04-01 00:00:00+00:00,0,20,18,42,10,0.0,12,18,0,0,1.0,8.0,0.0,1.0
2016-04-02 00:00:00+00:00,0,20,29,28,13,4.0,14,16,1,1,1.0,8.0,0.0,0.0
2016-04-03 00:00:00+00:00,1,7,15,18,10,1.0,11,22,0,1,1.0,10.0,0.0,0.0
2016-04-04 00:00:00+00:00,0,11,18,33,8,1.0,12,15,2,0,0.0,5.0,1.0,1.0
2016-04-05 00:00:00+00:00,0,12,13,25,16,1.0,17,13,1,1,0.0,8.0,0.0,0.0
2016-04-06 00:00:00+00:00,1,25,17,26,13,3.0,26,17,1,1,2.0,6.0,1.0,0.0
2016-04-07 00:00:00+00:00,1,13,16,23,14,2.0,25,18,0,1,1.0,5.0,1.0,0.0
2016-04-08 00:00:00+00:00,3,9,24,26,13,1.0,12,25,2,0,2.0,8.0,0.0,2.0
2016-04-09 00:00:00+00:00,0,8,24,28,8,1.0,14,19,0,4,1.0,9.0,1.0,0.0
2016-04-10 00:00:00+00:00,0,13,15,21,9,3.0,17,9,2,3,3.0,9.0,1.0,1.0
2016-04-11 00:00:00+00:00,2,16,32,34,18,1.0,14,16,2,1,0.0,9.0,0.0,2.0
2016-04-12 00:00:00+00:00,2,8,17,32,14,3.0,17,17,1,1,0.0,10.0,2.0,0.0
2016-04-13 00:00:00+00:00,0,17,15,38,13,1.0,20,18,2,0,1.0,7.0,1.0,1.0
2016-04-14 00:00:00+00:00,0,14,14,40,12,0.0,24,19,2,1,1.0,6.0,0.0,0.0
2016-04-15 00:00:00+00:00,0,12,28,20,13,1.0,14,23,3,1,0.0,15.0,1.0,3.0
2016-04-16 00:00:00+00:00,1,23,23,29,11,3.0,19,22,0,2,2.0,12.0,1.0,3.0
2016-04-17 00:00:00+00:00,1,18,26,17,9,2.0,9,19,1,2,1.0,6.0,2.0,1.0
2016-04-18 00:00:00+00:00,1,22,25,30,12,1.0,17,19,4,2,1.0,13.0,0.0,2.0
2016-04-19 00:00:00+00:00,2,23,12,44,11,0.0,15,17,1,3,2.0,9.0,1.0,0.0
2016-04-20 00:00:00+00:00,0,11,24,37,13,0.0,24,26,3,1,0.0,16.0,1.0,0.0
2016-04-21 00:00:00+00:00,0,9,18,33,13,2.0,25,15,4,4,1.0,8.0,3.0,1.0
2016-04-22 00:00:00+00:00,1,15,25,39,12,3.0,18,23,2,0,0.0,10.0,1.0,1.0
2016-04-23 00:00:00+00:00,0,11,25,26,12,2.0,13,17,3,1,0.0,13.0,1.0,0.0
2016-04-24 00:00:00+00:00,2,15,17,28,13,3.0,12,28,4,6,1.0,10.0,2.0,2.0
2016-04-25 00:00:00+00:00,3,11,14,44,11,3.0,20,19,3,1,1.0,12.0,0.0,3.0
2016-04-26 00:00:00+00:00,3,21,15,31,8,4.0,31,13,4,4,0.0,17.0,2.0,0.0
2016-04-27 00:00:00+00:00,1,12,16,33,8,1.0,21,16,2,0,2.0,10.0,2.0,0.0
2016-04-28 00:00:00+00:00,3,10,11,28,14,1.0,28,12,2,1,4.0,10.0,1.0,1.0
2016-04-29 00:00:00+00:00,0,17,19,37,8,4.0,18,8,5,0,0.0,11.0,0.0,0.0
2016-04-30 00:00:00+00:00,0,5,16,25,10,0.0,14,15,1,0,1.0,12.0,0.0,3.0
2016-05-01 00:00:00+00:00,0,6,20,40,14,2.0,14,15,1,1,1.0,5.0,0.0,0.0
2016-05-02 00:00:00+00:00,1,14,19,46,14,0.0,17,15,5,4,1.0,8.0,2.0,0.0
2016-05-03 00:00:00+00:00,1,30,15,38,14,1.0,11,16,2,2,1.0,8.0,0.0,0.0
2016-05-04 00:00:00+00:00,1,18,15,33,15,2.0,14,17,2,0,4.0,8.0,0.0,0.0
2016-05-05 00:00:00+00:00,0,13,15,33,14,0.0,24,11,3,0,0.0,14.0,1.0,1.0
2016-05-06 00:00:00+00:00,1,27,15,42,9,1.0,23,13,3,3,1.0,7.0,0.0,0.0
2016-05-07 00:00:00+00:00,1,15,16,23,11,1.0,21,12,2,4,2.0,6.0,1.0,1.0
2016-05-08 00:00:00+00:00,1,14,18,24,12,2.0,18,19,2,1,0.0,10.0,1.0,0.0
2016-05-09 00:00:00+00:00,0,11,18,40,14,3.0,20,25,0,2,2.0,19.0,0.0,0.0
2016-05-10 00:00:00+00:00,1,19,17,36,9,4.0,18,11,2,3,0.0,20.0,0.0,0.0
2016-05-11 00:00:00+00:00,0,8,16,23,12,1.0,30,20,4,2,1.0,14.0,0.0,1.0
2016-05-12 00:00:00+00:00,1,18,22,44,15,0.0,24,24,6,2,2.0,6.0,1.0,2.0
2016-05-13 00:00:00+00:00,0,15,15,39,14,1.0,26,14,1,2,1.0,8.0,0.0,1.0
2016-05-14 00:00:00+00:00,0,13,24,25,8,0.0,17,13,2,5,0.0,11.0,0.0,0.0
2016-05-15 00:00:00+00:00,0,17,23,40,9,0.0,16,15,1,3,1.0,11.0,2.0,2.0
2016-05-16 00:00:00+00:00,0,15,14,34,8,2.0,17,17,3,5,4.0,7.0,2.0,1.0
2016-05-17 00:00:00+00:00,1,13,22,31,4,0.0,29,16,3,2,4.0,15.0,0.0,0.0
2016-05-18 00:00:00+00:00,0,12,14,36,8,0.0,14,16,3,8,2.0,15.0,0.0,2.0
2016-05-19 00:00:00+00:00,0,9,18,34,7,1.0,20,25,3,4,0.0,7.0,1.0,0.0
2016-05-20 00:00:00+00:00,1,10,34,35,10,3.0,20,19,2,3,1.0,12.0,0.0,2.0
2016-05-21 00:00:00+00:00,0,12,28,23,9,0.0,16,23,2,4,2.0,9.0,1.0,0.0
2016-05-22 00:00:00+00:00,0,16,20,13,19,0.0,10,20,2,0,0.0,11.0,1.0,4.0
2016-05-23 00:00:00+00:00,3,11,12,21,10,0.0,20,18,1,3,3.0,19.0,1.0,1.0
2016-05-24 00:00:00+00:00,0,15,29,31,14,2.0,19,16,3,6,1.0,15.0,3.0,0.0
2016-05-25 00:00:00+00:00,4,12,25,30,13,1.0,23,26,4,1,2.0,9.0,0.0,1.0
2016-05-26 00:00:00+00:00,4,8,34,36,15,1.0,21,14,4,0,2.0,15.0,1.0,1.0
2016-05-27 00:00:00+00:00,2,14,22,47,11,0.0,20,19,3,2,1.0,13.0,0.0,1.0
2016-05-28 00:00:00+00:00,1,29,23,34,16,0.0,8,17,2,4,5.0,19.0,1.0,2.0
2016-05-29 00:00:00+00:00,0,18,18,23,12,0.0,15,13,0,1,0.0,6.0,1.0,1.0
2016-05-30 00:00:00+00:00,0,19,24,26,20,2.0,11,37,2,6,2.0,14.0,4.0,0.0
2016-05-31 00:00:00+00:00,1,27,17,34,7,1.0,16,13,1,1,1.0,8.0,3.0,0.0
2016-06-01 00:00:00+00:00,0,13,18,40,5,1.0,17,14,5,2,2.0,16.0,1.0,0.0
2016-06-02 00:00:00+00:00,0,18,14,33,9,1.0,23,8,4,3,4.0,13.0,1.0,0.0
2016-06-03 00:00:00+00:00,2,11,22,31,15,0.0,19,19,2,0,1.0,12.0,1.0,2.0
2016-06-04 00:00:00+00:00,1,18,41,23,9,0.0,26,18,3,2,2.0,7.0,0.0,2.0
2016-06-05 00:00:00+00:00,0,12,26,20,13,0.0,146,21,2,2,1.0,9.0,2.0,1.0
2016-06-06 00:00:00+00:00,2,14,24,31,18,1.0,29,25,8,2,3.0,12.0,1.0,1.0
2016-06-07 00:00:00+00:00,0,18,15,28,21,3.0,19,16,2,4,0.0,5.0,0.0,0.0
2016-06-08 00:00:00+00:00,2,23,19,39,8,0.0,32,19,5,5,0.0,11.0,0.0,1.0
2016-06-09 00:00:00+00:00,2,15,26,29,9,0.0,23,24,3,0,2.0,5.0,1.0,1.0
2016-06-10 00:00:00+00:00,2,22,23,25,13,1.0,29,24,1,5,1.0,14.0,1.0,3.0
2016-06-11 00:00:00+00:00,2,31,19,26,8,0.0,18,20,5,3,6.0,16.0,1.0,2.0
2016-06-12 00:00:00+00:00,0,13,27,36,15,1.0,14,17,0,1,0.0,4.0,1.0,0.0
2016-06-13 00:00:00+00:00,1,24,22,36,14,4.0,28,23,5,2,3.0,10.0,0.0,0.0
2016-06-14 00:00:00+00:00,1,6,15,34,23,1.0,30,13,4,0,0.0,5.0,0.0,0.0
2016-06-15 00:00:00+00:00,0,19,24,46,17,3.0,20,19,1,2,0.0,8.0,2.0,0.0
2016-06-16 00:00:00+00:00,0,13,25,25,12,0.0,21,19,3,1,1.0,4.0,1.0,0.0
2016-06-17 00:00:00+00:00,0,12,24,29,12,0.0,18,22,1,0,0.0,9.0,0.0,1.0
2016-06-18 00:00:00+00:00,0,16,29,27,10,0.0,21,24,2,3,0.0,5.0,1.0,3.0
2016-06-19 00:00:00+00:00,0,19,28,21,7,1.0,20,30,3,2,0.0,11.0,1.0,0.0
2016-06-20 00:00:00+00:00,0,13,26,31,18,1.0,29,40,1,6,2.0,17.0,3.0,0.0
2016-06-21 00:00:00+00:00,1,11,25,33,9,0.0,21,19,3,4,1.0,12.0,3.0,1.0
2016-06-22 00:00:00+00:00,2,16,23,24,12,2.0,26,25,2,3,2.0,12.0,1.0,0.0
2016-06-23 00:00:00+00:00,1,22,18,31,13,2.0,14,31,3,5,0.0,15.0,1.0,0.0
2016-06-24 00:00:00+00:00,1,21,20,22,8,3.0,21,17,2,3,2.0,11.0,0.0,0.0
