id,release_date,movie,production_budget,domestic_gross,worldwide_gross,tconst,primary_title,original_title,start_year,runtime_minutes,genres,revenue-domestic,revenue-worldwide,lost_money,roi-domestic,roi-worldwide,release_month
33,2017-06-21,Transformers: The Last Knight,217000000.0,130168683.0,602893340.0,tt3371366,Transformers: The Last Knight,Transformers: The Last Knight,2017,154.0,"Action,Adventure,Sci-Fi",-86831317.0,385893340.0,True,-40.01443179723502,177.8310322580645,6
34,2015-06-12,Jurassic World,215000000.0,652270625.0,1648854864.0,tt0369610,Jurassic World,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi",437270625.0,1433854864.0,False,203.38168604651165,666.9092390697674,6
35,2012-05-25,Men in Black 3,215000000.0,179020854.0,654213485.0,tt1409024,Men in Black 3,Men in Black 3,2012,106.0,"Action,Adventure,Comedy",-35979146.0,439213485.0,True,-16.734486511627907,204.2853418604651,5
37,2014-06-27,Transformers: Age of Extinction,210000000.0,245439076.0,1104039076.0,tt2109248,Transformers: Age of Extinction,Transformers: Age of Extinction,2014,165.0,"Action,Adventure,Sci-Fi",35439076.0,894039076.0,False,16.875750476190476,425.7328933333333,6
39,2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0,tt0955308,Robin Hood,Robin Hood,2010,140.0,"Action,Adventure,Drama",-104512852.0,112459006.0,True,-49.76802476190476,53.551907619047626,5
39,2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0,tt2363363,Robin Hood,Robin Hood,2013,92.0,"Action,Drama",-104512852.0,112459006.0,True,-49.76802476190476,53.551907619047626,5
39,2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0,tt4532826,Robin Hood,Robin Hood,2018,116.0,"Action,Adventure,Thriller",-104512852.0,112459006.0,True,-49.76802476190476,53.551907619047626,5
39,2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0,tt8558276,Robin Hood,Robin Hood,2017,60.0,"Action,Adventure,History",-104512852.0,112459006.0,True,-49.76802476190476,53.551907619047626,5
9,2018-11-21,Robin Hood,99000000.0,30824628.0,84747441.0,tt0955308,Robin Hood,Robin Hood,2010,140.0,"Action,Adventure,Drama",-68175372.0,-14252559.0,True,-68.86401212121213,-14.396524242424242,11
9,2018-11-21,Robin Hood,99000000.0,30824628.0,84747441.0,tt2363363,Robin Hood,Robin Hood,2013,92.0,"Action,Drama",-68175372.0,-14252559.0,True,-68.86401212121213,-14.396524242424242,11
9,2018-11-21,Robin Hood,99000000.0,30824628.0,84747441.0,tt4532826,Robin Hood,Robin Hood,2018,116.0,"Action,Adventure,Thriller",-68175372.0,-14252559.0,True,-68.86401212121213,-14.396524242424242,11
9,2018-11-21,Robin Hood,99000000.0,30824628.0,84747441.0,tt8558276,Robin Hood,Robin Hood,2017,60.0,"Action,Adventure,History",-68175372.0,-14252559.0,True,-68.86401212121213,-14.396524242424242,11
40,2005-12-14,King Kong,207000000.0,218080025.0,550517357.0,tt7733440,King Kong,King Kong,2018,,"Action,Adventure",11080025.0,343517357.0,False,5.352669082125604,165.95041400966184,12
75,1976-12-17,King Kong,23000000.0,52614445.0,90614445.0,tt7733440,King Kong,King Kong,2018,,"Action,Adventure",29614445.0,67614445.0,False,128.75845652173913,293.9758478260869,12
97,1933-04-07,King Kong,672000.0,10000000.0,10000650.0,tt7733440,King Kong,King Kong,2018,,"Action,Adventure",9328000.0,9328650.0,False,1388.095238095238,1388.1919642857144,4
42,2018-02-16,Black Panther,200000000.0,700059566.0,1348258224.0,tt1825683,Black Panther,Black Panther,2018,134.0,"Action,Adventure,Sci-Fi",500059566.0,1148258224.0,False,250.029783,574.129112,2
43,1997-12-19,Titanic,200000000.0,659363944.0,2208208395.0,tt2495766,Titanic,Titanic,2012,,Adventure,459363944.0,2008208395.0,False,229.68197199999997,1004.1041975,12
43,1997-12-19,Titanic,200000000.0,659363944.0,2208208395.0,tt8852130,Titanic,Titanic,2018,115.0,Family,459363944.0,2008208395.0,False,229.68197199999997,1004.1041975,12
44,2018-06-15,Incredibles 2,200000000.0,608581744.0,1242520711.0,tt3606756,Incredibles 2,Incredibles 2,2018,118.0,"Action,Adventure,Animation",408581744.0,1042520711.0,False,204.29087199999998,521.2603555000001,6
46,2016-06-17,Finding Dory,200000000.0,486295561.0,1021215193.0,tt2277860,Finding Dory,Finding Dory,2016,97.0,"Adventure,Animation,Comedy",286295561.0,821215193.0,False,143.1477805,410.60759649999994,6
47,2010-06-18,Toy Story 3,200000000.0,415004880.0,1068879522.0,tt0435761,Toy Story 3,Toy Story 3,2010,103.0,"Adventure,Animation,Comedy",215004880.0,868879522.0,False,107.50243999999999,434.439761,6
51,2010-03-05,Alice in Wonderland,200000000.0,334191110.0,1025491110.0,tt1014759,Alice in Wonderland,Alice in Wonderland,2010,108.0,"Adventure,Family,Fantasy",134191110.0,825491110.0,False,67.09555499999999,412.74555499999997,3
51,2010-03-05,Alice in Wonderland,200000000.0,334191110.0,1025491110.0,tt1926979,Alice in Wonderland,Alice in Wonderland,2011,48.0,Documentary,134191110.0,825491110.0,False,67.09555499999999,412.74555499999997,3
51,2010-03-05,Alice in Wonderland,200000000.0,334191110.0,1025491110.0,tt2049386,Alice in Wonderland,Alice in Wonderland,2010,99.0,"Fantasy,Musical",134191110.0,825491110.0,False,67.09555499999999,412.74555499999997,3
60,1951-07-28,Alice in Wonderland,3000000.0,0.0,0.0,tt1014759,Alice in Wonderland,Alice in Wonderland,2010,108.0,"Adventure,Family,Fantasy",-3000000.0,-3000000.0,True,-100.0,-100.0,7
60,1951-07-28,Alice in Wonderland,3000000.0,0.0,0.0,tt1926979,Alice in Wonderland,Alice in Wonderland,2011,48.0,Documentary,-3000000.0,-3000000.0,True,-100.0,-100.0,7
60,1951-07-28,Alice in Wonderland,3000000.0,0.0,0.0,tt2049386,Alice in Wonderland,Alice in Wonderland,2010,99.0,"Fantasy,Musical",-3000000.0,-3000000.0,True,-100.0,-100.0,7
52,2012-11-08,Skyfall,200000000.0,304360277.0,1110526981.0,tt1074638,Skyfall,Skyfall,2012,143.0,"Action,Adventure,Thriller",104360277.0,910526981.0,False,52.1801385,455.2634905,11
53,2013-06-21,Monsters University,200000000.0,268488329.0,743588329.0,tt1453405,Monsters University,Monsters University,2013,104.0,"Adventure,Animation,Comedy",68488329.0,543588329.0,False,34.244164500000004,271.79416449999997,6
54,2013-03-08,Oz the Great and Powerful,200000000.0,234770996.0,490359051.0,tt1623205,Oz the Great and Powerful,Oz the Great and Powerful,2013,130.0,"Adventure,Family,Fantasy",34770996.0,290359051.0,False,17.385498,145.17952549999998,3
55,2014-05-23,X-Men: Days of Future Past,200000000.0,233921534.0,747862775.0,tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,2014,132.0,"Action,Adventure,Sci-Fi",33921534.0,547862775.0,False,16.960766999999997,273.9313875,5
56,2014-05-02,The Amazing Spider-Man 2,200000000.0,202853933.0,708996336.0,tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,2014,142.0,"Action,Adventure,Sci-Fi",2853933.0,508996336.0,False,1.4269665,254.498168,5
57,2011-06-24,Cars 2,200000000.0,191450875.0,560155383.0,tt1216475,Cars 2,Cars 2,2011,106.0,"Adventure,Animation,Comedy",-8549125.0,360155383.0,True,-4.2745625,180.0776915,6
60,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000.0,159555901.0,652220086.0,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018,134.0,"Adventure,Family,Fantasy",-40444099.0,452220086.0,True,-20.2220495,226.110043,11
62,2011-06-17,Green Lantern,200000000.0,116601172.0,219535492.0,tt1133985,Green Lantern,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi",-83398828.0,19535492.0,True,-41.699414000000004,9.767745999999999,6
64,2011-06-29,Transformers: Dark of the Moon,195000000.0,352390543.0,1123790543.0,tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,2011,154.0,"Action,Adventure,Sci-Fi",157390543.0,928790543.0,False,80.71309897435897,476.3028425641026,6
65,2017-06-09,The Mummy,195000000.0,80101125.0,409953905.0,tt2345759,The Mummy,The Mummy,2017,110.0,"Action,Adventure,Fantasy",-114898875.0,214953905.0,True,-58.9225,110.23277179487178,6
44,1999-05-07,The Mummy,80000000.0,155385488.0,416385488.0,tt2345759,The Mummy,The Mummy,2017,110.0,"Action,Adventure,Fantasy",75385488.0,336385488.0,False,94.23186,420.48186000000004,5
66,2013-03-01,Jack the Giant Slayer,195000000.0,65187603.0,197687603.0,tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,2013,114.0,"Adventure,Fantasy",-129812397.0,2687603.0,True,-66.57046,1.3782579487179487,3
68,2013-05-16,Star Trek Into Darkness,190000000.0,228778661.0,467381584.0,tt1408101,Star Trek Into Darkness,Star Trek Into Darkness,2013,132.0,"Action,Adventure,Sci-Fi",38778661.0,277381584.0,False,20.40982157894737,145.99030736842104,5
69,2013-06-21,World War Z,190000000.0,202359711.0,531514650.0,tt0816711,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",12359711.0,341514650.0,False,6.505111052631579,179.74455263157896,6
70,2013-05-10,The Great Gatsby,190000000.0,144840419.0,351040419.0,tt1343092,The Great Gatsby,The Great Gatsby,2013,143.0,"Drama,Romance",-45159581.0,161040419.0,True,-23.768200526315788,84.75811526315789,5
100,1974-03-29,The Great Gatsby,7000000.0,26533200.0,26533200.0,tt1343092,The Great Gatsby,The Great Gatsby,2013,143.0,"Drama,Romance",19533200.0,19533200.0,False,279.0457142857143,279.0457142857143,3
72,2013-07-12,Pacific Rim,190000000.0,101802906.0,411002906.0,tt1663662,Pacific Rim,Pacific Rim,2013,131.0,"Action,Adventure,Sci-Fi",-88197094.0,221002906.0,True,-46.41952315789474,116.31731894736843,7
73,2015-11-25,The Good Dinosaur,187500000.0,123087120.0,333771037.0,tt1979388,The Good Dinosaur,The Good Dinosaur,2015,93.0,"Adventure,Animation,Comedy",-64412880.0,146271037.0,True,-34.353536,78.01121973333333,11
77,2012-06-22,Brave,185000000.0,237282182.0,554606532.0,tt1217209,Brave,Brave,2012,93.0,"Adventure,Animation,Comedy",52282182.0,369606532.0,False,28.260638918918918,199.7873145945946,6
77,2012-06-22,Brave,185000000.0,237282182.0,554606532.0,tt8358722,Brave,Brave,2014,,Drama,52282182.0,369606532.0,False,28.260638918918918,199.7873145945946,6
78,2017-03-10,Kong: Skull Island,185000000.0,168052812.0,561072059.0,tt3731562,Kong: Skull Island,Kong: Skull Island,2017,118.0,"Action,Adventure,Fantasy",-16947188.0,376072059.0,True,-9.160642162162162,203.28219405405403,3
79,2016-07-22,Star Trek Beyond,185000000.0,158848340.0,335802233.0,tt2660888,Star Trek Beyond,Star Trek Beyond,2016,122.0,"Action,Adventure,Sci-Fi",-26151660.0,150802233.0,True,-14.136032432432433,81.51472054054054,7
80,2017-10-06,Blade Runner 2049,185000000.0,92054159.0,259357408.0,tt1856101,Blade Runner 2049,Blade Runner 2049,2017,164.0,"Drama,Mystery,Sci-Fi",-92945841.0,74357408.0,True,-50.24099513513514,40.19319351351351,10
81,2019-05-24,Aladdin,182000000.0,246734314.0,619234314.0,tt6139732,Aladdin,Aladdin,2019,128.0,"Adventure,Comedy,Family",64734314.0,437234314.0,False,35.56830439560439,240.23863406593406,5
81,2019-05-24,Aladdin,182000000.0,246734314.0,619234314.0,tt9698912,Aladdin,Aladdin,2017,,Fantasy,64734314.0,437234314.0,False,35.56830439560439,240.23863406593406,5
33,1992-11-11,Aladdin,28000000.0,217350219.0,504050219.0,tt6139732,Aladdin,Aladdin,2019,128.0,"Adventure,Comedy,Family",189350219.0,476050219.0,False,676.2507821428571,1700.1793535714285,11
33,1992-11-11,Aladdin,28000000.0,217350219.0,504050219.0,tt9698912,Aladdin,Aladdin,2017,,Fantasy,189350219.0,476050219.0,False,676.2507821428571,1700.1793535714285,11
82,2017-11-03,Thor: Ragnarok,180000000.0,315058289.0,846980024.0,tt3501632,Thor: Ragnarok,Thor: Ragnarok,2017,130.0,"Action,Adventure,Comedy",135058289.0,666980024.0,False,75.03238277777777,370.5444577777778,11
84,2014-05-30,Maleficent,180000000.0,241407328.0,758536735.0,tt1587310,Maleficent,Maleficent,2014,97.0,"Action,Adventure,Family",61407328.0,578536735.0,False,34.115182222222224,321.4092972222222,5
85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000.0,234037575.0,802402853.0,tt3183660,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,2016,132.0,"Adventure,Family,Fantasy",54037575.0,622402853.0,False,30.020875000000004,345.7793627777778,11
88,2016-07-01,The Legend of Tarzan,180000000.0,126643061.0,348902025.0,tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016,110.0,"Action,Adventure,Drama",-53356939.0,168902025.0,True,-29.64274388888889,93.83445833333333,7
89,2011-11-23,Hugo,180000000.0,73864507.0,180047784.0,tt0970179,Hugo,Hugo,2011,126.0,"Adventure,Drama,Family",-106135493.0,47784.0,True,-58.96416277777777,0.026546666666666666,11
89,2011-11-23,Hugo,180000000.0,73864507.0,180047784.0,tt7496196,Hugo,Hugo,2017,80.0,Documentary,-106135493.0,47784.0,True,-58.96416277777777,0.026546666666666666,11
90,2017-07-21,Valerian and the City of a Thousand Planets,180000000.0,40479370.0,215098356.0,tt2239822,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,2017,137.0,"Action,Adventure,Fantasy",-139520630.0,35098356.0,True,-77.51146111111112,19.499086666666667,7
91,2015-02-06,Jupiter Ascending,179000000.0,47482519.0,181982519.0,tt1617661,Jupiter Ascending,Jupiter Ascending,2015,127.0,"Action,Adventure,Sci-Fi",-131517481.0,2982519.0,True,-73.47345307262569,1.6662117318435754,2
93,2016-05-27,X-Men: Apocalypse,178000000.0,155442489.0,542537546.0,tt3385516,X-Men: Apocalypse,X-Men: Apocalypse,2016,144.0,"Action,Adventure,Sci-Fi",-22557511.0,364537546.0,True,-12.672758988764047,204.79637415730338,5
94,2018-08-10,The Meg,178000000.0,145443742.0,529530715.0,tt4779682,The Meg,The Meg,2018,113.0,"Action,Horror,Sci-Fi",-32556258.0,351530715.0,True,-18.290032584269664,197.48916573033708,8
95,2014-06-06,Edge of Tomorrow,178000000.0,100206256.0,370541256.0,tt1631867,Edge of Tomorrow,Edge of Tomorrow,2014,113.0,"Action,Sci-Fi",-77793744.0,192541256.0,True,-43.70435056179775,108.16924494382023,6
96,2019-03-08,Captain Marvel,175000000.0,426525952.0,1123061550.0,tt4154664,Captain Marvel,Captain Marvel,2019,123.0,"Action,Adventure,Sci-Fi",251525952.0,948061550.0,False,143.72911542857142,541.7494571428572,3
97,2016-04-15,The Jungle Book,175000000.0,364001123.0,962854547.0,tt2226178,The Jungle Book,The Jungle Book,2014,64.0,Animation,189001123.0,787854547.0,False,108.00064171428572,450.2025982857143,4
97,2016-04-15,The Jungle Book,175000000.0,364001123.0,962854547.0,tt3040964,The Jungle Book,The Jungle Book,2016,106.0,"Adventure,Drama,Family",189001123.0,787854547.0,False,108.00064171428572,450.2025982857143,4
96,1994-12-25,The Jungle Book,27000000.0,44342956.0,44342956.0,tt2226178,The Jungle Book,The Jungle Book,2014,64.0,Animation,17342956.0,17342956.0,False,64.23317037037037,64.23317037037037,12
96,1994-12-25,The Jungle Book,27000000.0,44342956.0,44342956.0,tt3040964,The Jungle Book,The Jungle Book,2016,106.0,"Adventure,Drama,Family",17342956.0,17342956.0,False,64.23317037037037,64.23317037037037,12
98,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,tt1640486,Inside Out,Inside Out,2011,93.0,"Crime,Drama",181461711.0,679235992.0,False,103.69240628571428,388.1348525714286,6
98,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,tt2064820,Inside Out,Inside Out,2011,,Drama,181461711.0,679235992.0,False,103.69240628571428,388.1348525714286,6
98,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,tt2071483,Inside Out,Inside Out,2011,59.0,Family,181461711.0,679235992.0,False,103.69240628571428,388.1348525714286,6
98,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,tt2096673,Inside Out,Inside Out,2015,95.0,"Adventure,Animation,Comedy",181461711.0,679235992.0,False,103.69240628571428,388.1348525714286,6
98,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,tt2608638,Inside Out,Inside Out,2013,75.0,"Biography,Documentary,History",181461711.0,679235992.0,False,103.69240628571428,388.1348525714286,6
99,2017-07-07,Spider-Man: Homecoming,175000000.0,334201140.0,880166350.0,tt2250912,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,133.0,"Action,Adventure,Sci-Fi",159201140.0,705166350.0,False,90.97208,402.9522,7
100,2016-08-05,Suicide Squad,175000000.0,325100054.0,746059887.0,tt1386697,Suicide Squad,Suicide Squad,2016,123.0,"Action,Adventure,Fantasy",150100054.0,571059887.0,False,85.77145942857143,326.31993542857145,8
2,2017-11-22,Coco,175000000.0,209726015.0,798008101.0,tt2380307,Coco,Coco,2017,105.0,"Adventure,Animation,Comedy",34726015.0,623008101.0,False,19.84343714285714,356.00462914285714,11
2,2017-11-22,Coco,175000000.0,209726015.0,798008101.0,tt7002100,Coco,Coco,2017,98.0,Horror,34726015.0,623008101.0,False,19.84343714285714,356.00462914285714,11
5,2017-06-16,Cars 3,175000000.0,152901115.0,383541369.0,tt3606752,Cars 3,Cars 3,2017,102.0,"Adventure,Animation,Comedy",-22098885.0,208541369.0,True,-12.627934285714284,119.16649657142857,6
11,2017-05-12,King Arthur: Legend of the Sword,175000000.0,39175066.0,139630336.0,tt1972591,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017,126.0,"Action,Adventure,Drama",-135824934.0,-35369664.0,True,-77.614248,-20.21123657142857,5
12,2013-12-25,47 Ronin,175000000.0,38362475.0,151716815.0,tt1335975,47 Ronin,47 Ronin,2013,128.0,"Action,Adventure,Drama",-136637525.0,-23283185.0,True,-78.07858571428572,-13.304677142857143,12
13,2018-06-22,Jurassic World: Fallen Kingdom,170000000.0,417719760.0,1305772799.0,tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,2018,128.0,"Action,Adventure,Sci-Fi",247719760.0,1135772799.0,False,145.71750588235295,668.1016464705882,6
14,2014-08-01,Guardians of the Galaxy,170000000.0,333172112.0,770867516.0,tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,2014,121.0,"Action,Adventure,Comedy",163172112.0,600867516.0,False,95.98359529411765,353.45148,8
15,2010-05-07,Iron Man 2,170000000.0,312433331.0,621156389.0,tt1228705,Iron Man 2,Iron Man 2,2010,124.0,"Action,Adventure,Sci-Fi",142433331.0,451156389.0,False,83.78431235294119,265.3861111764706,5
16,2014-04-04,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0,tt1843866,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014,136.0,"Action,Adventure,Sci-Fi",89746958.0,544401889.0,False,52.792328235294114,320.2364052941177,4
17,2014-07-11,Dawn of the Planet of the Apes,170000000.0,208545589.0,710644566.0,tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014,130.0,"Action,Adventure,Drama",38545589.0,540644566.0,False,22.67387588235294,318.02621529411766,7
19,2012-06-01,Snow White and the Huntsman,170000000.0,155136755.0,401021746.0,tt1735898,Snow White and the Huntsman,Snow White and the Huntsman,2012,127.0,"Action,Adventure,Drama",-14863245.0,231021746.0,True,-8.743085294117648,135.89514470588236,6
22,2019-03-29,Dumbo,170000000.0,113883318.0,345004422.0,tt3861390,Dumbo,Dumbo,2019,112.0,"Adventure,Family,Fantasy",-56116682.0,175004422.0,True,-33.00981294117647,102.94377764705882,3
23,2015-05-22,Tomorrowland,170000000.0,93436322.0,206627518.0,tt1964418,Tomorrowland,Tomorrowland,2015,130.0,"Action,Adventure,Family",-76563678.0,36627518.0,True,-45.03745764705883,21.54559882352941,5
23,2015-05-22,Tomorrowland,170000000.0,93436322.0,206627518.0,tt7728220,Tomorrowland,Tomorrowland,2017,70.0,Documentary,-76563678.0,36627518.0,True,-45.03745764705883,21.54559882352941,5
24,2019-02-14,Alita: Battle Angel,170000000.0,85710210.0,402976036.0,tt0437086,Alita: Battle Angel,Alita: Battle Angel,2019,122.0,"Action,Adventure,Sci-Fi",-84289790.0,232976036.0,True,-49.58222941176471,137.04472705882353,2
25,2019-05-31,Godzilla: King of the Monsters,170000000.0,85576941.0,299276941.0,tt3741700,Godzilla: King of the Monsters,Godzilla: King of the Monsters,2019,132.0,"Action,Adventure,Fantasy",-84423059.0,129276941.0,True,-49.66062294117647,76.0452594117647,5
26,2016-05-27,Alice Through the Looking Glass,170000000.0,77042381.0,276928112.0,tt2567026,Alice Through the Looking Glass,Alice Through the Looking Glass,2016,113.0,"Adventure,Family,Fantasy",-92957619.0,106928112.0,True,-54.68095235294118,62.8988894117647,5
27,2010-05-21,Shrek Forever After,165000000.0,238736787.0,756244673.0,tt0892791,Shrek Forever After,Shrek Forever After,2010,93.0,"Adventure,Animation,Comedy",73736787.0,591244673.0,False,44.68896181818182,358.3301048484849,5
28,2016-11-04,Doctor Strange,165000000.0,232641920.0,676404566.0,tt1211837,Doctor Strange,Doctor Strange,2016,115.0,"Action,Adventure,Fantasy",67641920.0,511404566.0,False,40.995103030303035,309.94216121212116,11
29,2014-11-07,Big Hero 6,165000000.0,222527828.0,652127828.0,tt2245084,Big Hero 6,Big Hero 6,2014,102.0,"Action,Adventure,Animation",57527828.0,487127828.0,False,34.865350303030304,295.2289866666667,11
30,2010-03-26,How to Train Your Dragon,165000000.0,217581232.0,494870992.0,tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010,98.0,"Action,Adventure,Animation",52581232.0,329870992.0,False,31.86741333333333,199.92181333333335,3
31,2012-11-02,Wreck-It Ralph,165000000.0,189412677.0,496511521.0,tt1772341,Wreck-It Ralph,Wreck-It Ralph,2012,101.0,"Adventure,Animation,Comedy",24412677.0,331511521.0,False,14.795561818181818,200.91607333333332,11
32,2014-11-05,Interstellar,165000000.0,188017894.0,666379375.0,tt0816692,Interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",23017894.0,501379375.0,False,13.950238787878789,303.8662878787879,11
33,2016-06-24,Independence Day: Resurgence,165000000.0,103144286.0,384169424.0,tt1628841,Independence Day: Resurgence,Independence Day: Resurgence,2016,120.0,"Action,Adventure,Sci-Fi",-61855714.0,219169424.0,True,-37.488311515151516,132.82995393939393,6
35,2017-03-17,Beauty and the Beast,160000000.0,504014165.0,1259199706.0,tt2771200,Beauty and the Beast,Beauty and the Beast,2017,129.0,"Family,Fantasy,Musical",344014165.0,1099199706.0,False,215.00885312500003,686.99981625,3
35,2017-03-17,Beauty and the Beast,160000000.0,504014165.0,1259199706.0,tt9173998,Beauty and the Beast,Beauty and the Beast,2018,60.0,"Family,Fantasy,Musical",344014165.0,1099199706.0,False,215.00885312500003,686.99981625,3
86,1991-11-13,Beauty and the Beast,20000000.0,376057266.0,608431132.0,tt2771200,Beauty and the Beast,Beauty and the Beast,2017,129.0,"Family,Fantasy,Musical",356057266.0,588431132.0,False,1780.28633,2942.15566,11
86,1991-11-13,Beauty and the Beast,20000000.0,376057266.0,608431132.0,tt9173998,Beauty and the Beast,Beauty and the Beast,2018,60.0,"Family,Fantasy,Musical",356057266.0,588431132.0,False,1780.28633,2942.15566,11
36,2018-12-21,Aquaman,160000000.0,335061807.0,1146894640.0,tt1477834,Aquaman,Aquaman,2018,143.0,"Action,Adventure,Fantasy",175061807.0,986894640.0,False,109.41362937500001,616.80915,12
38,2010-07-16,Inception,160000000.0,292576195.0,835524642.0,tt1375666,Inception,Inception,2010,148.0,"Action,Adventure,Sci-Fi",132576195.0,675524642.0,False,82.860121875,422.20290125,7
39,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000.0,281723902.0,648986787.0,tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015,137.0,"Action,Adventure,Sci-Fi",121723902.0,488986787.0,False,76.07743875,305.616741875,11
41,2014-05-16,Godzilla,160000000.0,200676069.0,529076069.0,tt0831387,Godzilla,Godzilla,2014,123.0,"Action,Adventure,Sci-Fi",40676069.0,369076069.0,False,25.422543125,230.67254312499998,5
74,1998-05-19,Godzilla,125000000.0,136314294.0,376000000.0,tt0831387,Godzilla,Godzilla,2014,123.0,"Action,Adventure,Sci-Fi",11314294.0,251000000.0,False,9.0514352,200.8,5
44,2010-07-14,The Sorcerer's Apprentice,160000000.0,63150991.0,217986320.0,tt0963966,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010,109.0,"Action,Adventure,Family",-96849009.0,57986320.0,True,-60.530630625,36.24145,7
46,2016-06-10,Warcraft,160000000.0,47225655.0,425522281.0,tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",-112774345.0,265522281.0,True,-70.483965625,165.951425625,6
47,2016-09-30,Deepwater Horizon,156000000.0,61433527.0,122603824.0,tt1860357,Deepwater Horizon,Deepwater Horizon,2016,107.0,"Action,Drama,History",-94566473.0,-33396176.0,True,-60.61953397435897,-21.40780512820513,9
48,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000.0,104386950.0,418186950.0,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113.0,"Adventure,Family,Fantasy",-50613050.0,263186950.0,True,-32.65358064516129,169.79803225806452,12
50,2018-03-23,Pacific Rim: Uprising,155000000.0,59874525.0,290930148.0,tt2557478,Pacific Rim: Uprising,Pacific Rim: Uprising,2018,111.0,"Action,Adventure,Sci-Fi",-95125475.0,135930148.0,True,-61.37127419354839,87.69686967741936,3
52,2017-07-14,War for the Planet of the Apes,152000000.0,146880162.0,489592267.0,tt3450958,War for the Planet of the Apes,War for the Planet of the Apes,2017,140.0,"Action,Adventure,Drama",-5119838.0,337592267.0,True,-3.3683144736842108,222.10017565789474,7
55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",262563408.0,671133378.0,False,175.042272,447.42225199999996,6
55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,tt4028068,Wonder Woman,Wonder Woman,2014,60.0,Sci-Fi,262563408.0,671133378.0,False,175.042272,447.42225199999996,6
55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,tt4283448,Wonder Woman,Wonder Woman,2016,75.0,"Documentary,Drama,Sport",262563408.0,671133378.0,False,175.042272,447.42225199999996,6
56,2013-11-22,Frozen,150000000.0,400738009.0,1272469910.0,tt1323045,Frozen,Frozen,2010,93.0,"Adventure,Drama,Sport",250738009.0,1122469910.0,False,167.15867266666666,748.3132733333333,11
56,2013-11-22,Frozen,150000000.0,400738009.0,1272469910.0,tt2294629,Frozen,Frozen,2013,102.0,"Adventure,Animation,Comedy",250738009.0,1122469910.0,False,167.15867266666666,748.3132733333333,11
57,2016-03-04,Zootopia,150000000.0,341268248.0,1019429616.0,tt2948356,Zootopia,Zootopia,2016,108.0,"Adventure,Animation,Comedy",191268248.0,869429616.0,False,127.51216533333334,579.6197440000001,3
62,2016-11-23,Moana,150000000.0,248757044.0,637517365.0,tt3521164,Moana,Moana,2016,107.0,"Adventure,Animation,Comedy",98757044.0,487517365.0,False,65.83802933333334,325.01157666666666,11
66,2013-11-08,Thor: The Dark World,150000000.0,206362140.0,644602516.0,tt1981115,Thor: The Dark World,Thor: The Dark World,2013,112.0,"Action,Adventure,Fantasy",56362140.0,494602516.0,False,37.574760000000005,329.7350106666667,11
