id,release_date,movie,production_budget,domestic_gross,worldwide_gross,tconst,primary_title,original_title,start_year,runtime_minutes,genres,revenue-domestic,revenue-worldwide,lost_money,roi-domestic,roi-worldwide,release_month
78,1998-08-07,Snake Eyes,73000000.0,55591409.0,103891409.0,tt8404256,Snake Eyes,Snake Eyes,2020,,"Action,Adventure",-17408591.0,30891409.0,True,-23.84738493150685,42.316998630136986,8
87,2001-04-27,Driven,72000000.0,32616869.0,54616869.0,tt4131904,Driven,Driven,2014,27.0,"Documentary,Family",-39383131.0,-17383131.0,True,-54.69879305555555,-24.1432375,4
87,2001-04-27,Driven,72000000.0,32616869.0,54616869.0,tt5592796,Driven,Driven,2018,108.0,"Biography,Drama,Thriller",-39383131.0,-17383131.0,True,-54.69879305555555,-24.1432375,4
87,2001-04-27,Driven,72000000.0,32616869.0,54616869.0,tt6365896,Driven,Driven,2016,10.0,"Biography,Documentary",-39383131.0,-17383131.0,True,-54.69879305555555,-24.1432375,4
87,2001-04-27,Driven,72000000.0,32616869.0,54616869.0,tt7692822,Driven,Driven,2019,,Thriller,-39383131.0,-17383131.0,True,-54.69879305555555,-24.1432375,4
100,1996-11-08,Ransom,70000000.0,136492681.0,308700000.0,tt8870574,Ransom,Ransom,2018,98.0,"Drama,Thriller",66492681.0,238700000.0,False,94.98954428571429,341.0,11
9,2013-03-22,Olympus Has Fallen,70000000.0,98927592.0,172878928.0,tt2302755,Olympus Has Fallen,Olympus Has Fallen,2013,119.0,"Action,Thriller",28927592.0,102878928.0,False,41.325131428571424,146.96989714285715,3
12,2011-12-25,War Horse,70000000.0,79883359.0,156815529.0,tt1568911,War Horse,War Horse,2011,146.0,"Drama,History,War",9883359.0,86815529.0,False,14.119084285714287,124.02218428571427,12
14,2014-02-07,The Monuments Men,70000000.0,78031620.0,158702748.0,tt2177771,The Monuments Men,The Monuments Men,2014,118.0,"Comedy,Drama,History",8031620.0,88702748.0,False,11.473742857142858,126.71821142857142,2
15,2016-09-23,Storks,70000000.0,72679278.0,183353431.0,tt4624424,Storks,Storks,2016,87.0,"Adventure,Animation,Comedy",2679278.0,113353431.0,False,3.82754,161.93347285714285,9
17,2003-12-10,Big Fish,70000000.0,66432867.0,123954323.0,tt2855236,Big Fish,Big Fish,2012,103.0,Action,-3567133.0,53954323.0,True,-5.095904285714286,77.07760428571429,12
18,1994-06-17,Wolf,70000000.0,65011757.0,131011757.0,tt1648168,Wolf,Wolf,2010,98.0,"Action,Crime,Drama",-4988243.0,61011757.0,True,-7.126061428571429,87.15965285714286,6
18,1994-06-17,Wolf,70000000.0,65011757.0,131011757.0,tt2102475,Wolf,Wolf,2012,87.0,"Drama,Family",-4988243.0,61011757.0,True,-7.126061428571429,87.15965285714286,6
18,1994-06-17,Wolf,70000000.0,65011757.0,131011757.0,tt2504404,Wolf,Wolf,2013,122.0,"Crime,Drama,Thriller",-4988243.0,61011757.0,True,-7.126061428571429,87.15965285714286,6
18,1994-06-17,Wolf,70000000.0,65011757.0,131011757.0,tt3332132,Wolf,Wolf,2013,61.0,Documentary,-4988243.0,61011757.0,True,-7.126061428571429,87.15965285714286,6
18,1994-06-17,Wolf,70000000.0,65011757.0,131011757.0,tt3835110,Wolf,Wolf,2017,,"Drama,Horror",-4988243.0,61011757.0,True,-7.126061428571429,87.15965285714286,6
18,1994-06-17,Wolf,70000000.0,65011757.0,131011757.0,tt6436666,Wolf,Wolf,2018,85.0,Drama,-4988243.0,61011757.0,True,-7.126061428571429,87.15965285714286,6
18,1994-06-17,Wolf,70000000.0,65011757.0,131011757.0,tt8152324,Wolf,Wolf,2019,,Horror,-4988243.0,61011757.0,True,-7.126061428571429,87.15965285714286,6
20,2017-09-22,The Lego Ninjago Movie,70000000.0,59281555.0,122737201.0,tt3014284,The Lego Ninjago Movie,The Lego Ninjago Movie,2017,101.0,"Action,Adventure,Animation",-10718445.0,52737201.0,True,-15.312064285714285,75.33885857142857,9
21,2014-10-10,Dracula Untold,70000000.0,55991880.0,220241723.0,tt0829150,Dracula Untold,Dracula Untold,2014,92.0,"Action,Drama,Fantasy",-14008120.0,150241723.0,True,-20.011599999999998,214.63103285714286,10
22,2006-09-29,The Guardian,70000000.0,55011732.0,94973540.0,tt1756811,The Guardian,The Guardian,2011,90.0,Drama,-14988268.0,24973540.0,True,-21.41181142857143,35.67648571428572,9
22,2006-09-29,The Guardian,70000000.0,55011732.0,94973540.0,tt1805446,The Guardian,The Guardian,2010,50.0,Documentary,-14988268.0,24973540.0,True,-21.41181142857143,35.67648571428572,9
22,2006-09-29,The Guardian,70000000.0,55011732.0,94973540.0,tt5270724,The Guardian,The Guardian,2015,10.0,Documentary,-14988268.0,24973540.0,True,-21.41181142857143,35.67648571428572,9
22,2006-09-29,The Guardian,70000000.0,55011732.0,94973540.0,tt5594956,The Guardian,The Guardian,2016,72.0,"Action,Mystery,Sci-Fi",-14988268.0,24973540.0,True,-21.41181142857143,35.67648571428572,9
25,2011-01-14,The Dilemma,70000000.0,48475290.0,70546865.0,tt1578275,The Dilemma,The Dilemma,2011,111.0,"Comedy,Drama",-21524710.0,546865.0,True,-30.749585714285715,0.7812357142857143,1
29,2012-06-15,Rock of Ages,70000000.0,38518613.0,61031932.0,tt1336608,Rock of Ages,Rock of Ages,2012,123.0,"Comedy,Drama,Musical",-31481387.0,-8968068.0,True,-44.97341,-12.811525714285715,6
34,2002-06-07,Bad Company,70000000.0,30157016.0,69157016.0,tt1334515,Bad Company,Bad Company,2010,87.0,Thriller,-39842984.0,-842984.0,True,-56.91854857142857,-1.204262857142857,6
34,2002-06-07,Bad Company,70000000.0,30157016.0,69157016.0,tt3111306,Bad Company,Bad Company,2018,90.0,Action,-39842984.0,-842984.0,True,-56.91854857142857,-1.204262857142857,6
36,2016-01-29,The Finest Hours,70000000.0,27569558.0,49252761.0,tt2025690,The Finest Hours,The Finest Hours,2016,117.0,"Action,Drama,History",-42430442.0,-20747239.0,True,-60.61491714285714,-29.638912857142856,1
37,2013-10-18,Escape Plan,70000000.0,25135965.0,103735965.0,tt1211956,Escape Plan,Escape Plan,2013,115.0,"Action,Crime,Mystery",-44864035.0,33735965.0,True,-64.09147857142857,48.19423571428572,10
38,2011-09-23,Killer Elite,70000000.0,25124986.0,65409046.0,tt1448755,Killer Elite,Killer Elite,2011,116.0,"Action,Crime,Thriller",-44875014.0,-4590954.0,True,-64.10716285714285,-6.558505714285714,9
42,2014-01-10,The Legend of Hercules,70000000.0,18848538.0,58953319.0,tt1043726,The Legend of Hercules,The Legend of Hercules,2014,99.0,"Action,Adventure,Fantasy",-51151462.0,-11046681.0,True,-73.07351714285714,-15.780972857142858,1
43,2007-04-27,Next,70000000.0,18211013.0,73591500.0,tt10343876,Next,Next,2019,7.0,Horror,-51788987.0,3591500.0,True,-73.98426714285714,5.130714285714285,4
43,2007-04-27,Next,70000000.0,18211013.0,73591500.0,tt4627100,Next,Next,2015,72.0,Documentary,-51788987.0,3591500.0,True,-73.98426714285714,5.130714285714285,4
47,2015-01-16,Blackhat,70000000.0,8005980.0,19665004.0,tt2717822,Blackhat,Blackhat,2015,133.0,"Action,Crime,Thriller",-61994020.0,-50334996.0,True,-88.56288571428571,-71.90713714285715,1
50,2010-07-09,Despicable Me,69000000.0,251513985.0,543464573.0,tt1323594,Despicable Me,Despicable Me,2010,95.0,"Animation,Comedy,Family",182513985.0,474464573.0,False,264.51302173913047,687.6298159420289,7
51,2010-07-30,Dinner for Schmucks,69000000.0,73026337.0,86796502.0,tt0427152,Dinner for Schmucks,Dinner for Schmucks,2010,114.0,Comedy,4026337.0,17796502.0,False,5.835271014492753,25.79203188405797,7
52,2018-03-02,Red Sparrow,69000000.0,46874505.0,145951861.0,tt2873282,Red Sparrow,Red Sparrow,2018,140.0,"Action,Drama,Thriller",-22125495.0,76951861.0,True,-32.06593478260869,111.52443623188407,3
53,2010-06-30,The Twilight Saga: Eclipse,68000000.0,300531751.0,706102828.0,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,124.0,"Adventure,Drama,Fantasy",232531751.0,638102828.0,False,341.9584573529412,938.3865117647058,6
55,2015-06-26,Ted 2,68000000.0,81476385.0,217214143.0,tt2637276,Ted 2,Ted 2,2015,115.0,Comedy,13476385.0,149214143.0,False,19.81821323529412,219.4325632352941,6
57,2011-02-25,Hall Pass,68000000.0,45060734.0,87173475.0,tt0480687,Hall Pass,Hall Pass,2011,105.0,"Comedy,Romance",-22939266.0,19173475.0,True,-33.73421470588235,28.19628676470588,2
59,2003-03-21,Dreamcatcher,68000000.0,33685268.0,75685268.0,tt3215846,Dreamcatcher,Dreamcatcher,2015,104.0,"Crime,Documentary,Drama",-34314732.0,7685268.0,True,-50.46284117647058,11.301864705882354,3
62,2017-12-22,Downsizing,68000000.0,24449754.0,54462971.0,tt1389072,Downsizing,Downsizing,2017,135.0,"Drama,Sci-Fi",-43550246.0,-13537029.0,True,-64.04447941176471,-19.907395588235293,12
65,2012-06-22,Abraham Lincoln: Vampire Hunter,67500000.0,37519139.0,137489730.0,tt1611224,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,2012,105.0,"Action,Fantasy,Horror",-29980861.0,69989730.0,True,-44.41609037037037,103.68848888888888,6
66,1996-09-20,Last Man Standing,67000000.0,18115927.0,18115927.0,tt1736017,Last Man Standing,Last Man Standing,2010,85.0,"Biography,Crime,Documentary",-48884073.0,-48884073.0,True,-72.96130298507462,-72.96130298507462,9
66,1996-09-20,Last Man Standing,67000000.0,18115927.0,18115927.0,tt4722990,Last Man Standing,Last Man Standing,2015,,Comedy,-48884073.0,-48884073.0,True,-72.96130298507462,-72.96130298507462,9
68,1999-04-30,Entrapment,66000000.0,87707396.0,211700000.0,tt7787588,Entrapment,Entrapment,2015,,War,21707396.0,145700000.0,False,32.88999393939394,220.75757575757575,4
70,2014-03-14,Need for Speed,66000000.0,43568507.0,194169619.0,tt2369135,Need for Speed,Need for Speed,2014,132.0,"Action,Crime,Thriller",-22431493.0,128169619.0,True,-33.987110606060604,194.19639242424242,3
73,2012-11-09,Lincoln,65000000.0,182207973.0,273346281.0,tt0443272,Lincoln,Lincoln,2012,150.0,"Biography,Drama,History",117207973.0,208346281.0,False,180.31995846153845,320.53274,11
73,2012-11-09,Lincoln,65000000.0,182207973.0,273346281.0,tt3784440,Lincoln,Lincoln,2014,17.0,"Biography,Documentary,History",117207973.0,208346281.0,False,180.31995846153845,320.53274,11
77,2018-07-13,Hotel Transylvania 3: Summer Vacation,65000000.0,167500092.0,527079962.0,tt5220122,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,97.0,"Adventure,Animation,Comedy",102500092.0,462079962.0,False,157.69244923076923,710.8922492307693,7
82,2014-12-25,Unbroken,65000000.0,115637895.0,163527824.0,tt10402572,Unbroken,Unbroken,2018,104.0,Drama,50637895.0,98527824.0,False,77.90445384615384,151.58126769230768,12
82,2014-12-25,Unbroken,65000000.0,115637895.0,163527824.0,tt1809398,Unbroken,Unbroken,2014,137.0,"Biography,Drama,Sport",50637895.0,98527824.0,False,77.90445384615384,151.58126769230768,12
84,2010-11-05,Due Date,65000000.0,100539043.0,211739043.0,tt1231583,Due Date,Due Date,2010,95.0,"Adventure,Comedy",35539043.0,146739043.0,False,54.67545076923077,225.75237384615386,11
89,2014-12-19,Annie,65000000.0,85911262.0,139829625.0,tt1823664,Annie,Annie,2014,118.0,"Comedy,Drama,Family",20911262.0,74829625.0,False,32.17117230769231,115.12249999999999,12
89,2014-12-19,Annie,65000000.0,85911262.0,139829625.0,tt4694618,Annie,Annie,2017,,Documentary,20911262.0,74829625.0,False,32.17117230769231,115.12249999999999,12
89,2014-12-19,Annie,65000000.0,85911262.0,139829625.0,tt4786080,Annie,Annie,2015,31.0,"Biography,Documentary",20911262.0,74829625.0,False,32.17117230769231,115.12249999999999,12
89,2014-12-19,Annie,65000000.0,85911262.0,139829625.0,tt5116208,Annie,Annie,2015,74.0,"Drama,Romance",20911262.0,74829625.0,False,32.17117230769231,115.12249999999999,12
89,2014-12-19,Annie,65000000.0,85911262.0,139829625.0,tt7693920,Annie,Annie,2011,,"Comedy,Musical",20911262.0,74829625.0,False,32.17117230769231,115.12249999999999,12
94,2000-07-07,The Kid,65000000.0,69688384.0,69688384.0,tt1371160,The Kid,The Kid,2010,111.0,Drama,4688384.0,4688384.0,False,7.212898461538461,7.212898461538461,7
94,2000-07-07,The Kid,65000000.0,69688384.0,69688384.0,tt3439758,The Kid,The Kid,2015,49.0,"Comedy,Drama,Family",4688384.0,4688384.0,False,7.212898461538461,7.212898461538461,7
94,2000-07-07,The Kid,65000000.0,69688384.0,69688384.0,tt4975920,The Kid,The Kid,2019,100.0,"Biography,Drama,Western",4688384.0,4688384.0,False,7.212898461538461,7.212898461538461,7
96,2012-05-16,The Dictator,65000000.0,59650222.0,180148897.0,tt1645170,The Dictator,The Dictator,2012,83.0,Comedy,-5349778.0,115148897.0,True,-8.230427692307693,177.15214923076923,5
98,2012-02-17,This Means War,65000000.0,54760791.0,156974557.0,tt1596350,This Means War,This Means War,2012,103.0,"Action,Comedy,Romance",-10239209.0,91974557.0,True,-15.75262923076923,141.49931846153848,2
99,2015-02-27,Focus,65000000.0,53862963.0,168065700.0,tt2381941,Focus,Focus,2015,105.0,"Comedy,Crime,Drama",-11137037.0,103065700.0,True,-17.133903076923076,158.56261538461538,2
99,2015-02-27,Focus,65000000.0,53862963.0,168065700.0,tt2949588,Focus,Focus,2014,87.0,Comedy,-11137037.0,103065700.0,True,-17.133903076923076,158.56261538461538,2
1,2012-11-21,Red Dawn,65000000.0,44806783.0,48164150.0,tt1234719,Red Dawn,Red Dawn,2012,93.0,"Action,Sci-Fi,Thriller",-20193217.0,-16835850.0,True,-31.066487692307692,-25.90130769230769,11
3,2015-09-18,Everest,65000000.0,43482270.0,221297061.0,tt2719848,Everest,Everest,2015,121.0,"Action,Adventure,Biography",-21517730.0,156297061.0,True,-33.1042,240.4570169230769,9
4,2012-09-14,Resident Evil: Retribution,65000000.0,42345531.0,240647629.0,tt1855325,Resident Evil: Retribution,Resident Evil: Retribution,2012,95.0,"Action,Horror,Sci-Fi",-22654469.0,175647629.0,True,-34.85302923076923,270.2271215384616,9
11,2003-11-26,The Missing,65000000.0,26900336.0,38253433.0,tt6917336,The Missing,The Missing,2015,86.0,Documentary,-38099664.0,-26746567.0,True,-58.61486769230769,-41.148564615384615,11
11,2003-11-26,The Missing,65000000.0,26900336.0,38253433.0,tt7208346,The Missing,The Missing,2017,,Mystery,-38099664.0,-26746567.0,True,-58.61486769230769,-41.148564615384615,11
11,2003-11-26,The Missing,65000000.0,26900336.0,38253433.0,tt7764590,The Missing,The Missing,2014,51.0,Mystery,-38099664.0,-26746567.0,True,-58.61486769230769,-41.148564615384615,11
11,2003-11-26,The Missing,65000000.0,26900336.0,38253433.0,tt7855934,The Missing,The Missing,2016,90.0,"Biography,Drama,Romance",-38099664.0,-26746567.0,True,-58.61486769230769,-41.148564615384615,11
12,2005-01-14,Elektra,65000000.0,24409722.0,56824633.0,tt1920913,Elektra,Elektra,2010,,"Drama,Thriller",-40590278.0,-8175367.0,True,-62.446581538461544,-12.577487692307693,1
14,2014-01-24,"I, Frankenstein",65000000.0,19075290.0,74575290.0,tt1418377,"I, Frankenstein","I, Frankenstein",2014,92.0,"Action,Fantasy,Horror",-45924710.0,9575290.0,True,-70.6534,14.731215384615384,1
16,2014-08-22,Sin City: A Dame to Kill For,65000000.0,13757804.0,40650842.0,tt0458481,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,2014,102.0,"Crime,Thriller",-51242196.0,-24349158.0,True,-78.83414769230768,-37.46024307692308,8
17,2016-12-25,Live by Night,65000000.0,10378555.0,21774432.0,tt2361317,Live by Night,Live by Night,2016,129.0,"Action,Crime,Drama",-54621445.0,-43225568.0,True,-84.03299230769231,-66.50087384615384,12
20,2015-09-04,Tian jiang xiong shi,65000000.0,74070.0,122519874.0,tt3672840,Dragon Blade,Tian jiang xiong shi,2015,127.0,"Action,Adventure,Drama",-64925930.0,57519874.0,True,-99.88604615384615,88.49211384615384,9
27,2011-04-01,Hop,63000000.0,108085305.0,188657593.0,tt1411704,Hop,Hop,2011,95.0,"Adventure,Animation,Comedy",45085305.0,125657593.0,False,71.56397619047618,199.45649682539684,4
28,2017-09-15,American Assassin,63000000.0,36249674.0,68310140.0,tt1961175,American Assassin,American Assassin,2017,112.0,"Action,Thriller",-26750326.0,5310140.0,True,-42.46083492063492,8.42879365079365,9
33,2015-12-25,The Hateful Eight,62000000.0,54117416.0,147864886.0,tt3460252,The Hateful Eight,The Hateful Eight,2015,168.0,"Crime,Drama,Mystery",-7882584.0,85864886.0,True,-12.71384516129032,138.49175161290324,12
36,2014-10-03,Gone Girl,61000000.0,167767189.0,368567189.0,tt2267998,Gone Girl,Gone Girl,2014,149.0,"Drama,Mystery,Thriller",106767189.0,307567189.0,False,175.02817868852458,504.20850655737706,10
38,2015-09-18,Maze Runner: The Scorch Trials,61000000.0,81697192.0,310566162.0,tt4046784,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,2015,131.0,"Action,Sci-Fi,Thriller",20697192.0,249566162.0,False,33.92982295081967,409.12485573770493,9
39,2013-08-02,2 Guns,61000000.0,75612460.0,132493015.0,tt1272878,2 Guns,2 Guns,2013,109.0,"Action,Comedy,Crime",14612460.0,71493015.0,False,23.954852459016394,117.20166393442624,8
40,2018-01-26,Maze Runner: The Death Cure,61000000.0,58032443.0,265878536.0,tt4500922,The Death Cure,Maze Runner: The Death Cure,2018,143.0,"Action,Sci-Fi,Thriller",-2967557.0,204878536.0,True,-4.8648475409836065,335.8664524590164,1
44,2014-02-07,The Lego Movie,60000000.0,257784718.0,457729388.0,tt1490017,The Lego Movie,The Lego Movie,2014,100.0,"Action,Adventure,Animation",197784718.0,397729388.0,False,329.64119666666664,662.8823133333333,2
50,2016-09-09,Sully,60000000.0,125070033.0,238524556.0,tt3263904,Sully,Sully,2016,96.0,"Biography,Drama",65070033.0,178524556.0,False,108.450055,297.5409266666667,9
63,2010-10-15,Red,60000000.0,90380162.0,196439693.0,tt2181948,Red,Red,2014,,Thriller,30380162.0,136439693.0,False,50.63360333333333,227.39948833333332,10
63,2010-10-15,Red,60000000.0,90380162.0,196439693.0,tt2294785,Red,Red,2012,26.0,"Biography,Documentary,Drama",30380162.0,136439693.0,False,50.63360333333333,227.39948833333332,10
63,2010-10-15,Red,60000000.0,90380162.0,196439693.0,tt4136848,Red,Red,2014,82.0,"Documentary,History",30380162.0,136439693.0,False,50.63360333333333,227.39948833333332,10
63,2010-10-15,Red,60000000.0,90380162.0,196439693.0,tt4170206,Red,Red,2014,107.0,Drama,30380162.0,136439693.0,False,50.63360333333333,227.39948833333332,10
63,2010-10-15,Red,60000000.0,90380162.0,196439693.0,tt8851190,Red,Red,2018,90.0,Drama,30380162.0,136439693.0,False,50.63360333333333,227.39948833333332,10
67,2010-08-13,Eat Pray Love,60000000.0,80574010.0,206598789.0,tt0879870,Eat Pray Love,Eat Pray Love,2010,133.0,"Drama,Romance",20574010.0,146598789.0,False,34.290016666666666,244.331315,8
68,2012-12-21,Jack Reacher,60000000.0,80070736.0,217370736.0,tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"Action,Crime,Thriller",20070736.0,157370736.0,False,33.45122666666667,262.28456,12
71,2011-09-09,Contagion,60000000.0,75658097.0,137551594.0,tt1598778,Contagion,Contagion,2011,106.0,"Action,Drama,Thriller",15658097.0,77551594.0,False,26.096828333333335,129.25265666666667,9
72,1999-12-22,Any Given Sunday,60000000.0,75530832.0,100230832.0,tt1832898,Any Given Sunday,Any Given Sunday,2011,,Documentary,15530832.0,40230832.0,False,25.88472,67.05138666666667,12
80,2016-03-04,London Has Fallen,60000000.0,62524260.0,195194085.0,tt3300542,London Has Fallen,London Has Fallen,2016,99.0,"Action,Thriller",2524260.0,135194085.0,False,4.2071,225.32347499999997,3
84,2004-04-02,Hellboy,60000000.0,59623958.0,99823958.0,tt2274648,Hellboy,Hellboy,2019,120.0,"Action,Adventure,Fantasy",-376042.0,39823958.0,True,-0.6267366666666667,66.37326333333333,4
77,2019-04-12,Hellboy,50000000.0,21903748.0,40725492.0,tt2274648,Hellboy,Hellboy,2019,120.0,"Action,Adventure,Fantasy",-28096252.0,-9274508.0,True,-56.192504,-18.549015999999998,4
85,2016-10-21,Jack Reacher: Never Go Back,60000000.0,58697076.0,159946489.0,tt3393786,Jack Reacher: Never Go Back,Jack Reacher: Never Go Back,2016,118.0,"Action,Thriller",-1302924.0,99946489.0,True,-2.17154,166.57748166666667,10
86,2017-05-25,Baywatch,60000000.0,58060186.0,175863783.0,tt1469304,Baywatch,Baywatch,2017,116.0,"Action,Comedy,Crime",-1939814.0,115863783.0,True,-3.233023333333333,193.106305,5
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,tt1465490,Joy,Joy,2010,75.0,Drama,-3548768.0,41134059.0,True,-5.9146133333333335,68.556765,12
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,tt2327665,Joy,Joy,2012,53.0,Documentary,-3548768.0,41134059.0,True,-5.9146133333333335,68.556765,12
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,tt2446980,Joy,Joy,2015,124.0,Drama,-3548768.0,41134059.0,True,-5.9146133333333335,68.556765,12
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,tt6180144,Joy,Joy,2016,80.0,Drama,-3548768.0,41134059.0,True,-5.9146133333333335,68.556765,12
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,tt8731858,Joy,Joy,2018,4.0,Documentary,-3548768.0,41134059.0,True,-5.9146133333333335,68.556765,12
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,tt8917752,Joy,Joy,2018,99.0,Drama,-3548768.0,41134059.0,True,-5.9146133333333335,68.556765,12
89,2012-08-17,ParaNorman,60000000.0,56003051.0,108119662.0,tt1623288,ParaNorman,ParaNorman,2012,92.0,"Adventure,Animation,Comedy",-3996949.0,48119662.0,True,-6.661581666666666,80.19943666666667,8
94,2014-09-26,The Boxtrolls,60000000.0,50837305.0,111946251.0,tt0787474,The Boxtrolls,The Boxtrolls,2014,96.0,"Adventure,Animation,Comedy",-9162695.0,51946251.0,True,-15.271158333333334,86.577085,9
95,2017-08-04,The Dark Tower,60000000.0,50701325.0,113461527.0,tt1648190,The Dark Tower,The Dark Tower,2017,95.0,"Action,Adventure,Fantasy",-9298675.0,53461527.0,True,-15.497791666666666,89.102545,8
97,2014-01-17,Jack Ryan: Shadow Recruit,60000000.0,50577412.0,131377412.0,tt1205537,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,2014,105.0,"Action,Drama,Thriller",-9422588.0,71377412.0,True,-15.704313333333333,118.96235333333334,1
100,2018-12-25,Vice,60000000.0,47836282.0,70883171.0,tt3480796,Vice,Vice,2015,96.0,"Action,Adventure,Sci-Fi",-12163718.0,10883171.0,True,-20.272863333333333,18.138618333333334,12
100,2018-12-25,Vice,60000000.0,47836282.0,70883171.0,tt6266538,Vice,Vice,2018,132.0,"Biography,Comedy,Drama",-12163718.0,10883171.0,True,-20.272863333333333,18.138618333333334,12
2,2007-03-23,Shooter,60000000.0,47003582.0,95538560.0,tt2599878,Shooter,Shooter,2019,,"Action,Crime,Drama",-12996418.0,35538560.0,True,-21.660696666666666,59.23093333333333,3
2,2007-03-23,Shooter,60000000.0,47003582.0,95538560.0,tt6117124,Shooter,Shooter,2016,,Action,-12996418.0,35538560.0,True,-21.660696666666666,59.23093333333333,3
2,2007-03-23,Shooter,60000000.0,47003582.0,95538560.0,tt7393218,Shooter,Shooter,2012,130.0,"Action,Romance",-12996418.0,35538560.0,True,-21.660696666666666,59.23093333333333,3
4,2013-01-11,Gangster Squad,60000000.0,46000903.0,104100903.0,tt1321870,Gangster Squad,Gangster Squad,2013,113.0,"Action,Crime,Drama",-13999097.0,44100903.0,True,-23.33182833333333,73.501505,1
5,2017-04-07,Smurfs: The Lost Village,60000000.0,45020282.0,197578586.0,tt2398241,Smurfs: The Lost Village,Smurfs: The Lost Village,2017,90.0,"Adventure,Animation,Comedy",-14979718.0,137578586.0,True,-24.96619666666667,229.29764333333333,4
6,2018-10-12,First Man,60000000.0,44936545.0,105203825.0,tt1213641,First Man,First Man,2018,141.0,"Biography,Drama,History",-15063455.0,45203825.0,True,-25.105758333333334,75.33970833333333,10
6,2018-10-12,First Man,60000000.0,44936545.0,105203825.0,tt7027210,First Man,First Man,2017,92.0,Documentary,-15063455.0,45203825.0,True,-25.105758333333334,75.33970833333333,10
8,2010-01-29,Edge of Darkness,60000000.0,43313890.0,82812456.0,tt1226273,Edge of Darkness,Edge of Darkness,2010,117.0,"Crime,Drama,Mystery",-16686110.0,22812456.0,True,-27.81018333333333,38.020759999999996,1
12,2009-03-20,Duplicity,60000000.0,40572825.0,81079566.0,tt1757736,Duplicity,Duplicity,2011,90.0,Thriller,-19427175.0,21079566.0,True,-32.378625,35.13261,3
12,2009-03-20,Duplicity,60000000.0,40572825.0,81079566.0,tt6149902,Duplicity,Duplicity,2016,71.0,Mystery,-19427175.0,21079566.0,True,-32.378625,35.13261,3
15,2009-04-17,State of Play,60000000.0,37017955.0,88832210.0,tt2952692,State of Play,State of Play,2013,87.0,"Documentary,Drama,Sport",-22982045.0,28832210.0,True,-38.30340833333333,48.05368333333334,4
18,2012-09-21,Trouble with the Curve,60000000.0,35763137.0,47818913.0,tt2083383,Trouble with the Curve,Trouble with the Curve,2012,111.0,"Drama,Sport",-24236863.0,-12181087.0,True,-40.39477166666667,-20.301811666666666,9
23,2019-02-08,Cold Pursuit,60000000.0,32138862.0,62599159.0,tt5719748,Cold Pursuit,Cold Pursuit,2019,119.0,"Action,Crime,Drama",-27861138.0,2599159.0,True,-46.43523,4.331931666666667,2
26,2013-08-21,The Mortal Instruments: City of Bones,60000000.0,31165421.0,75965567.0,tt1538403,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,2013,130.0,"Action,Fantasy,Horror",-28834579.0,15965567.0,True,-48.057631666666666,26.609278333333336,8
28,2002-02-22,Dragonfly,60000000.0,30063805.0,30063805.0,tt2510506,Dragonfly,Dragonfly,2015,80.0,"Crime,Drama,Thriller",-29936195.0,-29936195.0,True,-49.893658333333335,-49.893658333333335,2
28,2002-02-22,Dragonfly,60000000.0,30063805.0,30063805.0,tt3060772,Dragonfly,Dragonfly,2013,75.0,"Action,Adventure,Sci-Fi",-29936195.0,-29936195.0,True,-49.893658333333335,-49.893658333333335,2
28,2002-02-22,Dragonfly,60000000.0,30063805.0,30063805.0,tt3963812,Dragonfly,Dragonfly,2016,76.0,Drama,-29936195.0,-29936195.0,True,-49.893658333333335,-49.893658333333335,2
29,2011-05-13,Priest,60000000.0,29136626.0,84154026.0,tt0822847,Priest,Priest,2011,87.0,"Action,Adventure,Fantasy",-30863374.0,24154026.0,True,-51.43895666666667,40.25671,5
41,2000-01-14,Supernova,60000000.0,14218868.0,14816494.0,tt10378772,Supernova,Supernova,2020,,Drama,-45781132.0,-45183506.0,True,-76.30188666666666,-75.30584333333333,1
41,2000-01-14,Supernova,60000000.0,14218868.0,14816494.0,tt1730764,Supernova,Supernova,2014,90.0,Drama,-45781132.0,-45183506.0,True,-76.30188666666666,-75.30584333333333,1
47,2017-02-24,Rock Dog,60000000.0,9420546.0,24148488.0,tt2822672,Rock Dog,Rock Dog,2016,90.0,"Adventure,Animation,Comedy",-50579454.0,-35851512.0,True,-84.29908999999999,-59.75252,2
